"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Li G.; Zhang M.; Pei W.; Bai R.; Zhou Y.; Wang J.; Yang X.","Li, Guanji (57225984367); Zhang, Mingyi (55704458600); Pei, Wansheng (59658931900); Bai, Ruiqiang (59231615100); Zhou, Yanqiao (57226466727); Wang, Jiwei (57208349610); Yang, Xiaoman (60636138800)","57225984367; 55704458600; 59658931900; 59231615100; 57226466727; 57208349610; 60636138800","Mechanistic dichotomy in permafrost thaw between Alaska and the Qinghai-Tibet Plateau","2026","Catena","271","","110194","","","0","10.1016/j.catena.2026.110194","https://www.scopus.com/pages/publications/105039064727?origin=resultslist","Projections of future climate and cryospheric change are critically constrained by uncertainties in permafrost degradation processes. By integrating multi-source data (2000−2020) from Alaska and the Qinghai-Tibet Plateau permafrost regions and applying a unified analytical framework combining machine learning and causal inference techniques, we uncover a fundamental mechanistic dichotomy. Permafrost degradation in both Alaska and the Qinghai-Tibet Plateau is primarily controlled by climate and topography, which together account for more than 50% of the impact. However, the underlying mechanisms differ substantially: the influence of environmental factors on the mean annual ground temperature (MAGT) in Alaska is primarily mediated through linear pathways. In contrast, their effects on the active layer thickness (ALT) in Alaska, and on both MAGT and ALT on the Qinghai-Tibet Plateau, are strongly non-linear, involving complex interactions. These distinct intrinsic logics demonstrate that permafrost vulnerability is not uniform and demand a shift toward regionally differentiated models to project future thaw accurately, thereby reducing uncertainties in the permafrost‑carbon feedback. Copyright © 2024. Published by Elsevier B.V.","Alaska; Mechanism dichotomy; Permafrost thaw; Qinghai-Tibet plateau","Alaska; China; Qinghai-Xizang Plateau; United States; active layer; analytical framework; environmental factor; machine learning; permafrost; topography; vulnerability","Article","Final","","Scopus","2-s2.0-105039064727"
"Jiang J.","Jiang, Jianglin (58862214200)","58862214200","The impact of digital transformation on urban green and low-carbon transformation efficiency: evidence from a double machine learning approach","2026","Humanities and Social Sciences Communications","13","1","1439","","","0","10.1057/s41599-026-08736-1","https://www.scopus.com/pages/publications/105048297560?origin=resultslist","This study selected 279 Chinese cities as research samples and integrated double machine learning models, Gini coefficients, and standard deviation ellipses to systematically analyze the dynamic evolution of urban green and low-carbon transformation efficiency amid digital transformation. The main objective was to elucidate the spatial differentiation, temporal evolution, and the impact mechanisms and transmission pathways through which digital transformation affects this efficiency, thereby providing a comprehensive understanding of the coordinated development of China’s green and low-carbon transition. The analysis produced the following key findings: First, the efficiency of urban green and low-carbon transformation shows distinct spatiotemporal evolution characteristics. Although it maintains an overall steady upward trajectory, notable regional disparities persist, with inter-regional differences remaining the main source of imbalance. Second, digital transformation exerts a significant positive effect on urban green and low-carbon transformation efficiency. Benchmark regression results show that a one-unit increase in the level of digital transformation leads to a 0.033-unit rise in urban green and low-carbon transformation efficiency. Third, the impact of digital transformation displays significant regional heterogeneity. Compared with other city types, its positive effect is more pronounced in cities with established industrial bases, key environmental protection functions, and major transport hubs. Finally, green technological innovation serves as a crucial mediator in the process through which digital transformation enhances urban green and low-carbon transformation efficiency. © The Author(s) 2026.","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105048297560"
"Jiang H.; Zhou Y.; Yu H.","Jiang, Hengpeng (60768270900); Zhou, Yingqiu (60767018300); Yu, Hongjuan (59703749000)","60768270900; 60767018300; 59703749000","Construction of Urban Agglomerations to Promote the Economic Growth of Counties: Causal Inference Based on Double Machine Learning","2026","Journal of Urban Planning and Development","152","4","04026064","","","0","10.1061/JUPDDM.UPENG-6186","https://www.scopus.com/pages/publications/105046203547?origin=resultslist","Harnessing the effects of radiation-driven urban agglomerations on county-level economic growth is essential for fostering regional coordinated development. This study uses panel data from 152 counties in the Yangtze River Delta from 2000 to 2021 to evaluate how urban agglomeration construction influences county economic growth. A combination of double machine learning models and causal mediation analysis is used to measure policy impacts and identify underlying mechanisms. The findings highlight several key points: (1) Urban agglomeration construction significantly and positively influences county economic growth. This result remains reliable after various checks, including different model specifications and changes in dependent variables, confirming the robustness of the findings. (2) The positive effect of urban agglomeration construction on county economic growth occurs mainly through two pathways: increasing industrial clustering and promoting urbanization within counties. Both factors play a substantial role in economic expansion at the county level. (3) The impact of urban agglomeration construction on county economic growth varies across different urban agglomerations. Specifically, the Shanghai urban agglomeration shows the strongest marginal effect on economic development, while the Ningbo urban agglomeration exhibits the weakest effect. Notably, the Hefei urban agglomeration does not show a significant effect on county economic growth during the study period. This research provides new insights for developing countries aiming to optimize regional spatial planning and improve county-level urbanization amid ongoing urban development.  © 2026 American Society of Civil Engineers.","Causal mediation; County economy; Double machine learning; Regional coordinated development; Urban agglomeration","China; Yangtze Delta; Agglomeration; Economic analysis; Economic and social effects; Industrial economics; Inflation; Learning systems; Machine learning; Radiation effects; Regional planning; Causal inferences; Causal mediation; County economy; County level; Double machine learning; Economic growths; Machine-learning; Panel data; Regional coordinated development; Urban agglomerations; agglomeration; economic growth; machine learning; regional development; urban economy; Urban growth","Article","Final","","Scopus","2-s2.0-105046203547"
"Cai L.","Cai, Lin (60549260400)","60549260400","Quantitative Evaluation Model for Enterprise Training Input-Output Based on Causal Inference and Machine Learning","2026","Proceedings of 2026 3rd International Conference on Innovation Management and Information Systems, ICIIS 2026","","","","557","562","0","10.1145/3821966.3822055","https://www.scopus.com/pages/publications/105050170487?origin=resultslist","Corporate training plays an important role in enhancing employee capabilities and driving organizational performance. This paper proposes a quantitative evaluation model for corporate training input-output that integrates causal inference and machine learning, innovating on classic methods such as Difference-in-Differences (DiD) and Propensity Score Matching (PSM). The model introduces a Structural Causal Model (SCM) to clarify the causal graph structure of corporate training interventions and combines an XGBoost-based counterfactual prediction module to improve the ability to model output changes under complex input variables. Additionally, the model incorporates heterogeneity treatment effect estimation methods such as T-learner and S-learner, enabling a detailed depiction of output differences across different employee groups under training investment. Experimental results show that the proposed model outperforms existing mainstream methods in both training effect estimation accuracy and input-output mapping reliability. © 2026 Copyright held by the owner/author(s).","Causal Inference; Enterprise Training; Input-Output Evaluation; Machine Learning; Treatment Effect Estimation","Graphic methods; Human engineering; Information management; Information systems; Information use; Investments; Machine learning; Personnel training; Causal inferences; Corporate trainings; Enterprise training; Input-output; Input-output evaluation; Machine-learning; Organizational performance; Quantitative evaluation models; Treatment effect estimation; Treatment effects; Learning systems","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105050170487"
"Liu S.; Yuan M.; Liang K.; Wu J.; Mao X.","Liu, Shunjian (57699655900); Yuan, Mengfei (58996023000); Liang, Kang (60728651800); Wu, Junqin (60728651900); Mao, Xuelian (60728531400)","57699655900; 58996023000; 60728651800; 60728651900; 60728531400","Addressing the Counterfactual: Adaptive Batch Size Selection with Causal Models","2027","Lecture Notes in Computer Science","16617 LNAI","","","484","495","0","10.1007/978-981-92-1926-1_39","https://www.scopus.com/pages/publications/105044233340?origin=resultslist","Deep learning has achieved great success in tasks such as image recognition and natural language processing. However, its performance is highly sensitive to hyperparameters, among which batch size plays a critical role. Traditionally, batch size is kept fixed throughout training, thereby failing to account for evolving optimization dynamics. Although some recent approaches dynamically adjust batch size, they rely on heuristic rules and fail to model its underlying causal effect on model performance. To address this, we propose CausalBS, a causality-driven method for dynamically adjusting the batch size based on its causal effect on model performance. By formulating batch size selection as a counterfactual inference problem, CausalBS leverages interventional data and the Double Machine Learning (DML) framework to estimate the Conditional Average Treatment Effect (CATE) of different batch sizes. This allows the system to quantify how changes in batch size influence model accuracy, enabling data-driven and causally sound adaptation. Experiments on CIFAR-10 and MNIST demonstrate the effectiveness of our approach, with CausalBS achieving accuracy improvements of 1.8% and 0.11%, respectively. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2027.","Batch size; Causal inference; Deep learning; Double Machine Learning","Image processing; Image recognition; Learning algorithms; Learning systems; Natural language processing systems; Optimization; Batch sizes; Causal inferences; Causal modeling; Counterfactuals; Deep learning; Double machine learning; Machine-learning; Modeling performance; Natural languages; Size selection; Deep learning","Conference paper","Final","","Scopus","2-s2.0-105044233340"
"Bilu Y.; El-Hay T.; Helbitz T.; Delgadillo J.; Atzil-Slonim D.","Bilu, Yonatan (57386718000); El-Hay, Tal (36470047700); Helbitz, Tal (58476303900); Delgadillo, Jaime (41761407700); Atzil-Slonim, Dana (55151178900)","57386718000; 36470047700; 58476303900; 41761407700; 55151178900","Data driven versus standard practice policies for personalized antidepressant treatment: a retrospective cohort study of electronic health records","2026","BMC Psychiatry","26","1","119","","","0","10.1186/s12888-025-07745-9","https://www.scopus.com/pages/publications/105029412318?origin=resultslist","Background: Depression is a heterogenous condition, with high societal and economic costs. Response to available treatments is varied, often trial-and-error, raising the need for personalization. Previous studies demonstrated success in predicting treatment outcomes for patients in psychiatric settings diagnosed with major depressive disorder, but have not done so in the general practice setting. Methods: A retrospective cohort study analyzed electronic health records (EHRs) from the UK’s National Health Service, where depressive symptoms were recorded at two time points using the Patient Health Questionnaires (PHQ-9). Symptomatic changes between time 1 and time 2 were taken as the primary outcome of interest. Machine Learning and Causal Inference methods were used to define a data-driven antidepressant selection policy (choosing among three alternative SSRI medications) and evaluate it vis-a-vis routine clinical practice. Results: In a cohort of 73,601 patients (65% female, mean age 49), evaluation of models for treatment selection suggested that: Reasonable treatment outcome prediction can be derived from EHRs (AUC 0.65), yet prediction is mostly driven by the initial PHQ-9 score (AUC 0.61 as a sole predictor). For essentially all patients with case-level depression prescribing antidepressants will reduce their symptoms by an expected 1.5 points For most patients, response to Citalopram, Fluoxetine and Sertraline is expected to be similar. Data driven selection of antidepressant type yields only a small improvement over current practice. Conclusions: In the examined setting, treatment response to antidepressants in general, and to 3 specific SSRIs can be predicted reasonably well, yet the resultant treatment selection policy does not significantly improve upon current practice. Expanding this approach to a more diverse drug selection, and augmenting it with psychological, genetic and metabolomic data, are therefore future directions for research on personalized treatment selection. © The Author(s) 2025.","Antidepressants; Causal inference; EHR; Machine learning; PHQ-9; Precision psychiatry","Adult; Antidepressive Agents; Electronic Health Records; Female; Humans; Machine Learning; Major Depressive Disorder; Male; Middle Aged; Precision Medicine; Retrospective Studies; Selective Serotonin Reuptake Inhibitors; Treatment Outcome; United Kingdom; alcohol; antidepressant agent; citalopram; fluoxetine; sertraline; antidepressant agent; serotonin uptake inhibitor; adult; algorithm; anxiety; Article; clinical practice; cohort analysis; controlled study; depression; electronic health record; female; general practitioner; health service; human; hypertension; ICD-10; insomnia; machine learning; male; mental disease; mental health service; middle aged; obesity; prescription; primary medical care; psychiatry; psychotherapy; public health; retrospective study; sensitivity analysis; smoking; treatment effect heterogeneity; treatment outcome; treatment response; drug therapy; major depression; personalized medicine; procedures; United Kingdom","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029412318"
"Hao T.; Zhong R.; Jiang Q.; Qi Y.","Hao, Tianyi (60741693300); Zhong, Ruoxi (57712423900); Jiang, Qiurui (59781413400); Qi, Yanbin (57203634501)","60741693300; 57712423900; 59781413400; 57203634501","Complementarity or conflict? Impact of environmental policy mixes on corporate greenwashing: An empirical study of Chinese enterprises","2026","International Review of Economics and Finance","110","","105633","","","0","10.1016/j.iref.2026.105633","https://www.scopus.com/pages/publications/105044923864?origin=resultslist","Greenwashing refers to the act of misleading stakeholders with false environmental claims, which distorts market signals and hampers sustainable development. Existing research mainly evaluates single policy instruments, while the synergistic effects of multiple policies on corporate greenwashing remain insufficiently understood, especially in countries with market conditions similar to China. This study identifies key synergies among major environmental policies in China—Low-Carbon City Pilot (LCCP), Carbon Emission Trading (CET), Environmental Courts (EC), Atmospheric Ten Articles (ATA), Green Credit Subsidy (GCS), and New Energy Cities (NEC)—using association rule mining. We then estimate the causal impacts of prominent policy combinations on corporate greenwashing with panel data for Chinese A-share listed firms (2010–2023) and a double/debiased machine learning framework. Results show two dominant synergies: LCCP–CET and LCCP–CET–EC. The LCCP–CET mix is associated with the largest reduction in corporate greenwashing, while incorporating EC modestly attenuates this effect. These findings contribute to the environmental policy literature and provide actionable insights for governments to design effective environmental governance systems. © 2026 The Authors.","Association rule mining; Greenwashing; Policy synergy","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044923864"
"Zhang Z.; Bu W.","Zhang, Zhongqi (60575397600); Bu, Wei (56248390900)","60575397600; 56248390900","The role of digital infrastructure in reducing air pollution","2026","Discover Sustainability","7","1","563","","","1","10.1007/s43621-026-02856-z","https://www.scopus.com/pages/publications/105035859226?origin=resultslist","Air quality enhancement reflects rising demands for a higher living standard while advancing green development. This study explores the impact of digital infrastructure on air pollution from a policy perspective, utilizing the Broadband China Strategy (BCS) as a quasi-natural experiment. Utilizing panel data from 283 Chinese cities from 2011 to 2019, this study employs a difference-in-differences model (DID) over multiple periods to evaluate the effects on air pollution of BCS and employs a double machine learning (DML) method for a robustness test. The results show that BCS has a significant suppressive effect on air pollution intensity. Mechanism analysis reveals that this reduction is achieved through a decrease in energy intensity. The influence of BCS on air pollution is particularly stronger in resource-based cities, large cities, and regions with relatively lax environmental regulations. Furthermore, we also find that the policy impact exhibits a significant mitigating effect on air pollution in cities within a 150–250 km radius. Overall, the study highlights the pioneering role of digital infrastructure in environmental governance and provides a theoretical foundation for differentiated governance and collaborative regional air pollution control in the digital era. © The Author(s) 2026.","Air pollution; Broadband china strategy; Difference-in-differences model; Digital infrastructure; Energy intensity","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105035859226"
"Zhao H.; Jia Z.; Yue W.; Liu Y.; Liu Q.; Yue L.; Cao S.; Ma Y.; Lu K.","Zhao, Hongbo (56082370000); Jia, Zeting (57687388100); Yue, Wenhui (60100492800); Liu, Yansui (60685322400); Liu, Qiyang (57194045620); Yue, Li (57687913000); Cao, Shaozhen (60587223700); Ma, Yilin (60685672000); Lu, Keyan (60685847900)","56082370000; 57687388100; 60100492800; 60685322400; 57194045620; 57687913000; 60587223700; 60685672000; 60685847900","Agglomeration under strain: Nonlinear dynamics of urban functional conflicts","2026","Sustainable Cities and Society","148","","107574","","","0","10.1016/j.scs.2026.107574","https://www.scopus.com/pages/publications/105041453928?origin=resultslist","Rapid urbanization intensifies spatial conflicts within rapidly expanding urban agglomerations, thereby threatening regional sustainable development and rational resource allocation. This study investigates the spatiotemporal patterns, dynamic changes, and underlying mechanisms of urban functional space conflicts (UFSC) in China's Central Plains Urban Agglomeration (CPUA) from 2011 to 2020. Moving beyond mere correlation analysis, this study integrates multi-source geospatial data, DBSCAN-based functional space identification, and landscape ecological indicators for conflict evaluation. Combined with causal inference (LiNGAM) and interpretable machine learning (XGBoost-GeoShapley), the proposed framework elucidates the causal pathways and complex nonlinear effects of UFSC. Results reveal evident spatiotemporal differentiation of urban functional spaces, with production and living areas encroaching on ecological and cultural areas. UFSC presents a distinct core-periphery gradient dominated by neighbourhood spatial interactions. Population density and vegetation coverage are verified as dominant direct causal drivers, whose influences feature prominent nonlinearity, threshold effects and spatial heterogeneity. This study provides empirically grounded references for refined spatial governance and resilient urban planning across rapidly urbanizing regions worldwide. © 2026 Elsevier Ltd","Causal inference; Geoshapley model; Spatial conflict; Urban agglomeration; Urban functional space","China; Agglomeration; Dynamics; Ecology; Learning systems; Regional planning; Sustainable development; Urban planning; Causal inferences; Functional spaces; Functionals; Geoshapley model; Rapid urbanizations; Regional sustainable development; Resources allocation; Spatial conflicts; Urban agglomerations; Urban functional space; agglomeration; correlation; integrated approach; resource allocation; urban development; urban planning; urbanization; Population statistics","Article","Final","","Scopus","2-s2.0-105041453928"
"Zhai S.; Wang Y.; Wang J.; Du Y.","Zhai, Shuangyang (60787834600); Wang, Yilin (58182917800); Wang, Ji (60332337200); Du, Yuanhe (59708071800)","60787834600; 58182917800; 60332337200; 59708071800","Green Infrastructure Investment and Urban Industrial Chain Resilience: Evidence from Chinese Prefecture-Level Cities","2026","Sustainability (Switzerland)","18","16","8507","","","0","10.3390/su18168507","https://www.scopus.com/pages/publications/105048775663?origin=resultslist","Against the background of global production-network restructuring, low-carbon transition, and rising external uncertainty, this study examines the effect of green infrastructure investment on urban industrial chain resilience. Using panel data for 285 Chinese prefecture-level cities from 2012 to 2024, industrial chain resilience is measured from the dimensions of industrial diversification and urban innovation capacity. Double machine learning is employed for baseline estimation, supplemented by mediation analysis, threshold regression, spatial econometric analysis, and a series of robustness tests. The results show that green infrastructure investment significantly enhances industrial chain resilience, and the finding remains robust to alternative model specifications, cross-fitting settings, generalized propensity score weighting, continuous-treatment entropy balancing, winsorization, and the exclusion of pandemic-period observations. Resource allocation efficiency plays a partial mediating role in this relationship. The threshold analysis identifies a significant nonlinear effect associated with energy consumption intensity, with the positive effect of green infrastructure investment being stronger below the estimated threshold and weakening above it. Spatial analysis further shows significant spatial dependence in both green infrastructure investment and industrial chain resilience, together with positive spillover effects on neighboring cities. These findings highlight the importance of improving green infrastructure investment efficiency, strengthening factor allocation, and promoting regional coordination in enhancing urban industrial chain resilience. © 2026 by the authors.","green infrastructure investment; industrial chain resilience; resource allocation efficiency; spatial spillovers; threshold effect","green economy; innovation; machine learning; panel data; resource allocation; spillover effect; threshold; urban area","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105048775663"
"Ballinari D.; Bearth N.","Ballinari, Daniele (58957284000); Bearth, Nora (58846695400)","58957284000; 58846695400","Improving the Finite Sample Estimation of Average Treatment Effects Using Double/Debiased Machine Learning With Propensity Score Calibration","2026","Journal of Applied Econometrics","41","5","","613","626","0","10.1002/jae.70057","https://www.scopus.com/pages/publications/105038104028?origin=resultslist","Double/debiased machine learning (DML) uses for estimating an average treatment effect (ATE) a double-robust score function that relies on the prediction of nuisance functions, such as the propensity score, which is the probability of treatment assignment given covariates. Estimators relying on double-robust score functions are highly sensitive to errors in propensity score predictions. Machine learning algorithms have been found to produce models that often overestimate or underestimate these probabilities. Several calibration approaches have been proposed to improve probabilistic forecasts of machine learners. This paper explores their integration into the DML framework, showing via simulations that using calibrated propensity scores significantly reduces the root mean squared error of ATE estimates in finite samples while preserving DML's asymptotic properties. © 2026 The Author(s). Journal of Applied Econometrics published by John Wiley & Sons Ltd.","average treatment effect; causal inference; probability calibration","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105038104028"
"Zhou Y.; Shen G.; Si L.; Wang K.; Chen Y.; Wang R.; Dai Y.","Zhou, Yue (59981973300); Shen, Guohang (59498423100); Si, Lijing (59982405900); Wang, Kaiyong (59498080900); Chen, Yang (59498936800); Wang, Ruoyan (59982679600); Dai, Yupei (59498770400)","59981973300; 59498423100; 59982405900; 59498080900; 59498936800; 59982679600; 59498770400","Virtual single-cell perturbation and genetic causal inference reveal CSF1R-dependent immunometabolic communication in iron metabolism-associated osteoarthritis","2026","Journal of Cell Communication and Signaling","20","3","e70107","","","0","10.1002/ccs3.70107","https://www.scopus.com/pages/publications/105048660670?origin=resultslist","Iron dysregulation has emerged as a contributor to osteoarthritis (OA), yet the cell-communication mechanisms connecting iron-related genetic signals to joint degeneration remain insufficiently defined. Here, we established an integrative computational framework combining transcriptomic screening, machine learning, Mendelian randomization, immune and metabolite mediation analysis, single-cell transcriptomics, virtual gene perturbation, molecular docking, molecular dynamics simulation, and experimental validation to identify signaling regulators involved in iron metabolism-associated OA. By intersecting iron metabolism-related genes, OA differentially expressed genes, and eQTL-supported genes, we identified 27 shared candidates. Machine learning-based prioritization and genetic causal inference further highlighted CSF1R as a central regulatory gene. Single-cell analysis localized CSF1R expression predominantly to macrophages, indicating a macrophage-centered role in the osteoarthritic microenvironment. Mediation analysis integrating 731 immune-cell traits and 1400 circulating metabolites identified CD14+CD16+ monocytes as a significant cellular mediator linking CSF1R activity to OA susceptibility, suggesting that CSF1R may promote disease progression mainly through monocyte–macrophage remodeling rather than isolated metabolic alteration. Genetic colocalization further supported a shared regulatory signal between CSF1R expression and OA risk. Virtual single-cell perturbation revealed distinct downstream consequences of CSF1R modulation. Simulated CSF1R depletion enhanced antigen processing, major histocompatibility complex class II presentation, and phagosome-related programs, whereas simulated CSF1R overexpression preferentially activated extracellular matrix organization, integrin signaling, and cartilage development-associated pathways. Structural analyses identified stable interactions between CSF1R and candidate inhibitory compounds, and inflammatory stimulation of macrophages confirmed increased CSF1R protein expression. Collectively, this study identifies CSF1R as a macrophage-associated immunometabolic signaling hub linking iron dysregulation to OA. These findings provide a mechanistic basis for targeting CSF1R-mediated monocyte–macrophage communication and offer a computational strategy for prioritizing therapeutic targets in degenerative joint disease. © 2026 The Author(s). Journal of Cell Communication and Signaling published by John Wiley & Sons Ltd.","iron metabolism disorder; macrophage; Mendelian randomization; osteoarthritis; single-cell RNA sequencing","1 [4 (4 aminofuro[2,3 d]pyrimidin 5 yl)phenyl] 3 [2 fluoro 5 (trifluoromethyl)phenyl]urea; antiinflammatory agent; CD14 antigen; CD16 antigen; colony stimulating factor 1; colony stimulating factor 1 receptor; colony stimulating factor receptor; integrin; iron; major histocompatibility antigen class 2; n [4 [7 amino 3 (1 methyl 1h pyrazol 4 yl)pyrazolo[1,5 a]pyrimidin 6 yl]phenyl] n' [3 (trifluoromethyl)phenyl]; transcriptome; unclassified drug; urea; antigen presentation; Article; cartilage; case control study; causality; cohort analysis; conceptual framework; controlled study; CSF1R gene; diagnostic test accuracy study; differential gene expression; disease association; disease exacerbation; disease predisposition; drug targeting; experimental study; expression quantitative trait locus; extracellular matrix; gene; gene location; gene overexpression; genetics; human; immunocompetent cell; immunometabolism; iron metabolism; machine learning; macrophage; major clinical study; mediation analysis; Mendelian randomization analysis; metabolite; microenvironment; molecular docking; molecular dynamics; monocyte; osteoarthritis; pathogenesis; phagosome; protein depletion; protein expression; receiver operating characteristic; risk; sensitivity and specificity; signal transduction; single cell analysis; single cell RNA seq; structure analysis; transcriptomics; validation study","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105048660670"
"Guo J.; Hou W.; Wang X.; Wu S.; Nong K.-S.; Jiang W.","Guo, Jiaju (60138154000); Hou, Wenjuan (56875115500); Wang, Xiaoyue (57189849444); Wu, Shaohong (56063950500); Nong, Kai-sen (58778999400); Jiang, Wenhui (60115865900)","60138154000; 56875115500; 57189849444; 56063950500; 58778999400; 60115865900","Effective governance reduces wildfire frequency in China under climate change","2026","Geography and Sustainability","7","5","100492","","","0","10.1016/j.geosus.2026.100492","https://www.scopus.com/pages/publications/105044340841?origin=resultslist","Wildfire risk is widely understood as a climate-driven phenomenon, yet how human interventions modulate wildfire dynamics remains poorly quantified. Here, we integrate 196,980 wildfire samples with key governance metrics (e.g., fire-prevention investment and forest ranger staffing) to simulate wildfire risk using machine learning, followed by causal inference to quantify human-driven impacts across spatial and temporal dimensions. Results show that from 2003 to 2023, national non-agricultural wildfire occurrences declined significantly by 72.23 %, while simulated susceptibility remained broadly stable (+0.012 % per year in the north; −0.13 % per year in the south). This divergence signifies a decoupling of wildfire frequency from underlying susceptibility, a trend driven by governance intensity. Causal forest analysis identifies a robust mitigation effect of fire-prevention investment (Average Treatment Effect, ATE = −3.8 %), an impact that is markedly pronounced in high-susceptibility regions. Spatially, using Propensity Score Matching to control for environmental covariates, wildfire density within 60 km of the national border is 5.8 times higher on the foreign side than on the domestic side, underscoring the important role of domestic governance in mitigating transboundary risks. Moreover, 9.79 % of wildfires are associated with traditional customs, particularly in southern provinces, reflecting the persistent influence of social practices. Our findings demonstrate that while climate change continues to shape environmental susceptibility, proactive governance is associated with a decoupling of actual fire activity from climatic forcing, offering valuable lessons for wildfire resilience in a warming climate. © 2026 The Authors. Published by Elsevier B.V. and Beijing Normal University Press (Group) Co., LTD. on behalf of Beijing Normal University. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/","Cross-border wildfire; Machine learning models; Potential drivers; Risk management; Seasonal variability; Wildfire risk","China; anthropogenic effect; climate change; climate forcing; fire management; machine learning; seasonal variation; warming; wildfire","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044340841"
"Cantalupo M.; Silverio F.","Cantalupo, Mario (59554152400); Silverio, Francesco (57189385419)","59554152400; 57189385419","Quantifying within-category spillovers in retail promotions — Causal evidence from double machine learning","2026","Information Processing and Management","63","6","104753","","","0","10.1016/j.ipm.2026.104753","https://www.scopus.com/pages/publications/105034583621?origin=resultslist","Promotional activities play a key role in retail marketing, yet their influence often extends beyond the promoted items. Quantifying these indirect effects within a product category is essential for effective pricing, shelf allocation, and inventory management, but remains challenging due to the complex interdependence of consumer responses. This study proposes a two-stage methodology for the causal estimation of within-category spillover effects generated by price promotions in retail environments. The first stage develops an advanced data processing framework to uncover many-to-one relationships between promoted and non-promoted products and to construct a feature-rich representation of observational retail data. This enables the second stage to causally estimate spillover effects through a DML approach, complemented by empirical diagnostic checks. The methodology is examined under three alternative DML specifications and evaluated using 42 months of daily data from the Carbonated Soft Drinks category of a large Italian grocery retailer. Results indicate that fully linear models fail to capture the complexity of promotional interactions, whereas flexible nonparametric approaches yield statistically significant effects generating average sales variations ranging from (Formula presented) to (Formula presented). The findings reveal predominantly negative spillovers, reflecting cannibalization and inter-brand competition in line with established marketing research, alongside limited evidence of complementarity under context-dependent conditions, as highlighted through model explainability analysis. Placebo permutation tests provide additional support against spurious findings in the observational setting. Overall, the study combines causal inference with explainable analytics, offering actionable insights for promotion management and category planning. © 2026 Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.","Cannibalization and competition; Causal inference; Double machine learning; Price promotions; Promotion management; Retail marketing","Commerce; Competition; Costs; Data handling; Data mining; Inventory control; Learning systems; Machine learning; Cannibalization and competition; Causal inferences; Double machine learning; Indirect effects; Machine-learning; Price promotions; Promotion management; Promotional activities; Retail marketing; Spillover effects; Sales","Article","Final","","Scopus","2-s2.0-105034583621"
