"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Ibourk A.; El Aazaouzi O.","Ibourk, Aomar (6505790375); El Aazaouzi, Othmane (60335669200)","6505790375; 60335669200","ASYMMETRIC EFFECTS of FINANCIAL DEVELOPMENT on INTERNATIONAL TRADE in AFRICA: A PANEL NONLINEAR ARDL-PMG APPROACH","2026","Global Economy Journal","26","1","2550010","","","0","10.1142/S2194565925500101","https://www.scopus.com/pages/publications/105027681346?origin=resultslist","This study investigates the relationship between financial development and international trade in Africa by analyzing panel data covering 39 economies over the period 1990-2021. For this, a methodology combining panel linear and nonlinear Autoregressive Distributive Lag (ARDL) models was employed, using the Pooled Mean Group (PMG) estimator to capture both symmetric and asymmetric effects of financial development on trade openness, exports, and imports. Additionally, to enhance the analysis, a comparative approach was adopted by dividing the panel into three levels of financial development. The linear analysis reveals a negligible short-Term impact, whereas in the long run, financial development exhibits a negative effect on exports and a positive effect on imports. Furthermore, the nonlinear findings highlight the asymmetry of long-run financial development effects while enriching the analysis by identifying positive short-run effects exerted by positive shocks. Group analysis underscores these observations and provides a better understanding of the distribution of these effects. Findings indicate that economies with an intermediate level of financial development are showing exclusively positive effects in the short run and negative effects in the long run. On the other hand, high-and low-level economies are only affected in the long run by upward shocks that stimulate their exports and imports, respectively. © 2026 World Scientific Publishing Company.","Africa; Financial development; international trade; NARDL","","Article","Final","","Scopus","2-s2.0-105027681346"
"Zhao J.; Zhao L.","Zhao, Jianmei (35263443000); Zhao, Lele (57451249600)","35263443000; 57451249600","Mobile payment adoption and the decline in China’s household savings rate","2022","Empirical Economics","63","5","","2513","2537","10","10.1007/s00181-022-02212-w","https://www.scopus.com/pages/publications/85124570246?origin=resultslist","This paper examines the effects of mobile payment (m-payment) adoption on household savings decline in China. Using data from the 2017 China Household Finance Survey, we employ an instrumental variable approach with multiple robustness checks to evaluate the impact of m-payment adoption on household savings rate. Our study discovers that m-payment usage decreases the household savings rate by about 20% points. We also find that, relative to that of rural and older households, the savings of urban and younger households are more significantly influenced by m-payment adoption. The main channels through which m-payment usage affects the household saving rate likely include improved risk sharing, alleviated credit constraint, and enhanced risk tolerance. This paper provides important insights about m-payment adoption and the ongoing household savings decline in China. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","China; Credit constraint; Household savings; Mobile payment (M-payment); Risk tolerance; Risk-sharing","China; credit provision; household income; household survey; savings","Article","Final","","Scopus","2-s2.0-85124570246"
"Ro S.; Lee J.","Ro, Suyeon (60563330800); Lee, Jongwook (57204283943)","60563330800; 57204283943","Climate shocks, coping strategies, and household resilience: Evidence from a three-wave panel in Malawi","2026","Contemporary Economic Policy","","","","","","1","10.1111/coep.70033","https://www.scopus.com/pages/publications/105035002775?origin=resultslist","Climate shocks threaten rural livelihoods in Malawi, yet households adopt diverse coping strategies to mitigate welfare losses. Using three-wave Living Standards Measurement Study–Integrated Surveys on Agriculture panel data (2013–2019) and household fixed-effects models, this study examines how climate shocks affect food security and expenditure-based resilience and evaluates the moderating roles of coping strategies. Climate shocks significantly increase distress coping and reduce household consumption by approximately 4%–13% of mean annual expenditure. Savings and Social Safety Nets buffer these effects by stabilizing consumption, while credit provides only limited protection. These findings underscore the importance of integrating financial inclusion and social protection to strengthen resilience to climate risks. © 2026 The Author(s). Contemporary Economic Policy published by Wiley Periodicals LLC on behalf of Western Economic Association International.","climate shocks; coping strategies; food security; household resilience; panel data (LSMS-ISA); Social Safety Nets","","Article","Article in press","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105035002775"
"Chen Y.; Han K.; Liu D.","Chen, Yong (57193889494); Han, Kaiming (58542604800); Liu, Dingming (56456795900)","57193889494; 58542604800; 56456795900","The Dissipating Credit Channel: Monetary Policy and Corporate Bond Yields in China","2026","Emerging Markets Finance and Trade","","","","","","0","10.1080/1540496X.2026.2668082","https://www.scopus.com/pages/publications/105041311189?origin=resultslist","This article examines how monetary policy transmission to corporate bond yields across credit ratings in China has evolved amid financial development and policy reform. We construct a unified measure of monetary policy shocks that consolidates heterogeneous policy instruments using a modified heteroscedasticity-based identification strategy in a structural VAR. Combining this shock measure with bond yield data and local projection methods, we document a pronounced shift in transmission patterns. Prior to 2014, monetary easing has no statistically significant effect on bond-yield dispersion, and lower-rated bonds are at least as responsive as higher-rated bonds. After 2014, lower-rated bonds respond much less, leading to a significant increase in bond-yield dispersion following expansionary shocks. A mechanism analysis further shows that changes in the transmission mechanism for the monetary policy appear linked to China’s ongoing monetary policy reform process. © 2026 Taylor & Francis Group, LLC.","credit channel; identification via heteroscedasticity; local projection; Monetary policy","","Article","Article in press","","Scopus","2-s2.0-105041311189"
"Yu W.; Gan Y.; Zhou B.; Dai J.","Yu, Wanqing (58666171400); Gan, Yufei (58962066100); Zhou, Bingjun (58722087800); Dai, Jiapeng (57259018200)","58666171400; 58962066100; 58722087800; 57259018200","Revisiting the economic policy uncertainty and resource rents nexus: Moderating impact of financial sector development in BRICS","2024","International Review of Financial Analysis","94","","103324","","","78","10.1016/j.irfa.2024.103324","https://www.scopus.com/pages/publications/85191950309?origin=resultslist","Economies abundant in resources offer substantial potential for economic growth and development. However, they often face the effects of uncertainty in economic policies. This research investigates the intricate connection between economic policy uncertainty (EPU) and resource rents (TRR). Additionally, it explores how financial development (FD) plays a moderating role in the liaison between EPU and TRR. The study utilizes a dataset covering two decades, from 2000 to 2019, concentrating on the BRICS economies (Brazil, Russia, India, China, and South Africa). The FMOLS and DOLS techniques were conducted for analysis purpose. The findings disclose that EPU has a detrimental impact on TRR, highlighting the adverse consequences of economic uncertainty on resource management and development. Conversely, FD has a positive influence on TRR, underscoring the importance of a well-developed financial sector in maximizing resource revenue. Importantly, the study shows that FD helps to ease the negative effects of EPU on TRR, emphasizing the critical role of financial development in enhancing the resilience of resource rents in the face of EPU. This research provides valuable insights for policymakers and investors, offering a comprehensive understanding of how EPU, financial development, and various economic factors interact within the resource-rich BRICS nations. It underscores the significance of promoting financial development and reducing economic uncertainty to optimize the use of resource rents for sustainable economic growth. In contrast to prior studies that examined the separate impacts of EPU and FD on resource rents, this study brings a unique perspective by investigating the moderating role of financial development. © 2024 Elsevier Inc.","BRICS; EPU; FDI inflow; FSD; Resource rents","","Article","Final","","Scopus","2-s2.0-85191950309"
"Struthmann P.; Walle Y.M.; Herwartz H.","Struthmann, Philipp (57375082100); Walle, Yabibal M. (55972070800); Herwartz, Helmut (6603405334)","57375082100; 55972070800; 6603405334","Firm volatility in Vietnam (2009–2018): Unpacking determinants and the interplay between province-level financial development and corruption control","2026","Structural Change and Economic Dynamics","80","","","26","40","0","10.1016/j.strueco.2026.06.013","https://www.scopus.com/pages/publications/105043726806?origin=resultslist","Why do some firms experience more volatile growth rates than others? This paper seeks to shed light on this question using a rich data set of almost 92,000 Vietnamese firms for the period 2009–2018. Apart from firm-level characteristics, the paper examines the roles of province-level financial development, corruption control, and their interaction in explaining firm growth volatility. Our results show that there is a robust negative correlation between corruption control and firm-level volatility. Moreover, while local financial development — measured by financial depth — is generally negatively associated with volatility, the correlation between financial outreach and different measures of firm growth volatility varies. Crucially, we find a negative interaction between corruption control and local financial development, suggesting that financial development may exert a more substantial volatility-dampening effect in environments with robust corruption control, and conversely, that the effect of corruption control may be stronger in provinces with advanced level of financial development. © 2026 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license. http://creativecommons.org/licenses/by/4.0/","Corruption control; Financial development; Firm-level volatility; Heteroskedasticity-based identification","Viet Nam; corruption; financial system; growth rate","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105043726806"
"Jiang T.; Levine R.; Lin C.; Wei L.","Jiang, Tianjiao (57208577071); Levine, Ross (23080621700); Lin, Chen (25630694300); Wei, Lai (57202236134)","57208577071; 23080621700; 25630694300; 57202236134","Bank deregulation and corporate risk","2020","Journal of Corporate Finance","60","","101520","","","67","10.1016/j.jcorpfin.2019.101520","https://www.scopus.com/pages/publications/85074665881?origin=resultslist","Although research shows that competitive banks spur corporate growth, less is known about the impact of bank competition on corporate risk. Using a sample of more than 70,000 firm-year observations covering the period from 1975 through 1994, we find that deregulation that intensified competition among banks materially reduced corporate risk, especially among firms that rely heavily on bank finance. We find that competition-enhancing bank deregulation reduced corporate volatility by easing credit constraints when firms experience adverse shocks and reducing the procyclicality of borrowing. © 2019","Banks; Financial risk; Regulation","","Article","Final","","Scopus","2-s2.0-85074665881"
"García-Santillán A.; Escalera-Chávez M.E.; Santana J.C.","García-Santillán, Arturo (56004644500); Escalera-Chávez, Milka Elena (49862955400); Santana, Josefina C. (58539213800)","56004644500; 49862955400; 58539213800","Exploring resilience: a Bayesian study of psychological and financial factors across gender","2024","Cogent Economics and Finance","12","1","2431544","","","6","10.1080/23322039.2024.2431544","https://www.scopus.com/pages/publications/85210589305?origin=resultslist","The study aims to demonstrate gender differences in financial health indicators, assessed through perceptions, lived experiences, and actions to deal with financial crises. The scale used is a composite instrument that includes the eight financial health indicators from BBVA and the Center for Financial Services Innovation (CFSI), together with a scale designed to measure lived experiences and actions to manage financial crises. The sample consisted of 951 participants, 394 (41.4%) men, 504 (53.0%) women, and 53 (5.6%) LGBTQ+. Bayesian analysis indicates that perceptions, lived experiences, and actions in managing economic crises do not differ significantly between genders. The study suggests no significant differences in financial resilience between men, women, and LGBTQ+ people. Actions to cope with economic crises also indicate that resilience does not vary significantly by gender. Despite the absence of gender differences in financial perceptions and experiences, it is inferred that participants possess an acceptable level of financial knowledge, which helps them manage unforeseen expenses and reduce dependence on loans. Financial education is a key factor in strengthening resilience and promoting financial inclusion, which is essential, especially in diverse socioeconomic contexts. The findings suggest that financial inclusion may improve household resilience, particularly in rural areas. © 2024 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Adult Education and Lifelong Learning; Bayesian analysis; Finance; financial health; financial resilience; gender; Gender Studies—Soc Sci; Psychological resilience","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85210589305"
"Khemiri M.A.; Nouaili M.","Khemiri, Mohamed Ali (58484788000); Nouaili, Makram (57190412283)","58484788000; 57190412283","Non-performing loans in the MENA region: How green growth mitigates the impact of climate risk","2025","Asian Economic and Financial Review","15","8","","1228","1243","4","10.55493/5002.v15i8.5506","https://www.scopus.com/pages/publications/105014543742?origin=resultslist","The objective of this study is threefold. First, it examines the impact of climate risk (CRI) on credit risk, as measured by the ratio of non-performing loans (NPLs). Second, it investigates the effect of green growth (GGI) on NPLs. Third, it assesses whether GGI moderates the relationship between climate risk and NPLs. To achieve these objectives, the study utilizes a panel dataset of 40 traditional banks from Middle East and North Africa (MENA) countries, covering the years 2010 to 2022. The estimation employs the System Generalized Method of Moments (SGMM) estimator to address endogeneity and dynamic panel bias. Empirical results indicate that climate risk significantly increases the NPL ratio, leading to deterioration in credit quality under environmental stress. Conversely, green growth has a mitigating effect, significantly reducing credit risk among MENA banks. Additionally, the interaction between green growth and climate risk is negatively related to NPLs, suggesting that green growth can effectively shield bank credit portfolios from the adverse effects of climate risk. These findings have important implications for policymakers and financial institutions in the MENA region. Strengthening green growth policies can serve as a valuable tool to enhance banking sector resilience and promote sustainable financial development. © 2025 AESS Publications. All Rights Reserved.","Climate risk; G21; G32; Green growth; MENA banks; Non-performing loans; Q54; SGMM; Sustainable development","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105014543742"
"Attílio L.","Attílio, Luccas (57217082708)","57217082708","REDISTRIBUTION, INEQUALITY, AND GROWTH: GVAR APPROACH","2022","Investigacion Economica","81","321","","62","88","1","10.22201/fe.01851667p.2022.321.81800","https://www.scopus.com/pages/publications/85136311757?origin=resultslist","This article investigates the effect of gdp redistribution in 33 economies in the period 1980Q1-2019Q4, using the gvar model. Redistribution shocks increase gdp to a greater extent in groups of countries with greater inequality, losing their effectiveness in more egalitarian groups. Credit and investment stood out as potential transmission channels for these shocks. By incorporating financial development, the shocks of inequality no longer harm production in most cases. Similarly, the interaction between financial development and redistribution enhanced the effect of redistribution on the production of more egalitarian groups. This evidence suggests that financial development can bring benefits to redistribution and reduce the harm of inequality. Finally, we found significant heterogeneity in the responses of the gdp of each economy to redistributive shocks, suggesting that domestic specificities are relevant for the understanding of redistribution policies. © 2022 Universidad Nacional Autonoma de Mexico. All rights reserved.","financial development; gdp; growth; inequality; Redistribution","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85136311757"
"Abubakar A.; Assabil S.E.","Abubakar, Ali (57810291900); Assabil, Samuel Essamuah (57196353741)","57810291900; 57196353741","Stochastic Optimal Strategies for Catastrophe-Adjusted Wealth Allocation in Retirement Planning: Consumption–Bequest Trade-Offs under Systemic Shocks","2025","Journal of Wealth Management","28","3","","8","33","0","10.3905/jwm.2025.1.285","https://www.scopus.com/pages/publications/105020765910?origin=resultslist","Households in frontier markets face a persistent and multifaceted dilemma: how to optimally allocate scarce wealth between present consumption needs and the preservation of intergenerational bequest, while navigating the compounding effects of catastrophic risks, macroeconomic volatility, shallow and illiquid capital markets, and fragile institutional environments. This article develops and simulates a stochastic dynamic optimization model, calibrated to Ghana, that captures wealth evolution under explicit consumption-bequest trade-offs and portfolio adjustments across risky assets, risk-free instruments, and insurance products. The framework incorporates a latent Poisson-driven process for catastrophic shocks, macroeconomic covariates such as exchange-rate dynamics and inflationary pressures, and systemic instabilities that amplify household vulnerability. Resilience is further mediated through financial protection mechanisms, particularly life insurance, which functions as a buffer against catastrophic wealth reversals and ensures continuity of intergenerational transfers. The model is estimated using a Bayesian Metropolis-within-Gibbs procedure, which allows for joint inference on parameters and credible interval estimation of wealth trajectories, thereby capturing the full extent of uncertainty in allocation paths rather than relying on fragile point estimates. Simulation results demonstrate that while optimal strategies tilt toward risky assets in the early years to maximize long-term accumulation, catastrophic events and exchange-rate volatility can sharply erode bequest potential unless actively mitigated by insurance uptake, de-risking allocations, and supportive macroeconomic institutions. These findings have direct industry and policy relevance: asset managers and pension funds must design dynamic allocation products that adjust to regime shifts; insurers should innovate affordable catastrophe- and longevity-linked contracts tailored to frontier households; and policymakers should pursue exchange-rate stabilization, market deepening, and insurance subsidies to ensure broader financial resilience. By highlighting the nonlinear and interdependent roles of household behavior, financial protection, and systemic risks, this article contributes novel insights into both academic modeling and practical policy design, demonstrating how inclusive financial development can safeguard intergenerational wealth transfers and enhance resilience in frontier economies under uncertainty. Copyright 2025 With Intelligence LLC.","","","Article","Final","","Scopus","2-s2.0-105020765910"
"Blanco R.; García-Posada M.; Mayordomo S.; Rodríguez-Moreno M.","Blanco, Roberto (36818001900); García-Posada, Miguel (26036359900); Mayordomo, Sergio (55145746700); Rodríguez-Moreno, María (57190847817)","36818001900; 26036359900; 55145746700; 57190847817","Access to credit and firm survival during a crisis: The case of zero-bank-debt firms","2024","Journal of Financial Intermediation","59","","101102","","","2","10.1016/j.jfi.2024.101102","https://www.scopus.com/pages/publications/85201377197?origin=resultslist","Before the Covid-19 crisis, zero-bank-debt firms, especially risky ones, faced, due to their lack of credit history, more difficult access to bank loans than firms which previously had bank debt. These credit constraints were tightened by the Covid shock, irrespective of firms’ risk, arguably because of increased information asymmetries during a period of high macroeconomic uncertainty. Zero-bank-debt firms, even those which were safe and profitable, were also far more likely to leave the market during the pandemic than firms which previously had bank debt. However, those zero-bank-debt firms that did obtain new credit reduced their probability of exit. © 2024","Credit constraints; Guarantees; Information asymmetries; Market exits; Zero-debt firms","","Article","Final","","Scopus","2-s2.0-85201377197"
"Rao D.T.; Goyal S.","Rao, D. Tripati (7401511919); Goyal, Saurabh (58904837200)","7401511919; 58904837200","Global Commodity and Oil Price Movements, Macroeconomic Performance and Challenges for an Emerging Economy: The Indian Experience","2018","Global Business Review","19","3","","650","674","7","10.1177/0972150917713885","https://www.scopus.com/pages/publications/85042134149?origin=resultslist","Commodity and oil price fluctuations have significant bearing on domestic macroeconomic performance and macroeconomic policymaking of an emerging economy. The article explores the impact of non-energy commodity and oil price fluctuations on output, inflation and real exchange rate (RER) in India; and commodity and oil constituting sizeable imports. The empirical analysis carried out through vector error correction model (VECM) for the post-liberalization period 1991–2014 clearly points out that commodity and oil price shocks have a significant impact on the variation in output and prices accounting for RER adjustment and the role of a developed financial market (private credit). The RER adjusts to commodity and oil price shocks, accounting for foreign exchange reserves and financial markets (private credit). The impulse response functions indicate that one standard deviation shock in commodity and oil price persists for three to eight quarters over domestic prices and output. While these results point to lessening of commodity and oil imports through a series of medium and long-term structural-cum-policy reform measures, in the immediate, they also lend a role of intervention by monetary authority (central bank) in pursuit of inflation targeting. Conjointly, pursuance of countercyclical fiscal policy to stabilize domestic output and prices in short run are called for. © 2018, © 2018 International Management Institute, New Delhi.","central bank intervention; Commodity price; impulse response function; oil price; output variation; real exchange rate; vector error correction model","","Article","Final","","Scopus","2-s2.0-85042134149"
"Chen S.; Liu S.; Cai R.; Zhang Y.","Chen, Shuanglian (57197821580); Liu, Siming (57197821911); Cai, Rongjiao (57216522452); Zhang, Yaya (57216522495)","57197821580; 57197821911; 57216522452; 57216522495","The Factors that Influence Exchange-Rate Risk: Evidence in China","2020","Emerging Markets Finance and Trade","56","6","","1275","1292","5","10.1080/1540496X.2019.1636229","https://www.scopus.com/pages/publications/85076789235?origin=resultslist","Exchange-rate volatility plays an important role in both macroeconomic and financial development. In this paper, we measure the exchange-rate risk based on the conditional autoregressive value at risk (CAViaR). By establishing a Markov regime-switching model, we explore the factors that influence China’s exchange-rate risk in different regimes. The results show that trade balance, investor attention, and the interaction between policy uncertainty and investor attention have an asymmetric effect on exchange-rate risk in different regimes. More specifically, the impact of trade balance on exchange-rate risk has a linear trend, investor attention to exchange-rate risk is U-shaped, and the interaction between policy uncertainty and investor attention has an inverted-U-shaped effect on exchange-rate risk. Therefore, it is necessary to improve the monitoring mechanism of the exchange-rate risk regime. Specifically, when the exchange-rate risk is low, we can continue to release positive news and attract more investor attention. Under medium risk, we can promote exports by formulating supporting policies and use online tools to release accurate news to guide investors. Under a high-risk regime, while implementing the policies which encourage exports, the government should also introduce policy interventions for guiding investors to return rational expectations. ©, Copyright © Taylor & Francis Group, LLC.","exchange-rate risk; investor attention; Markov regime model; policy uncertainty; trade balance","","Article","Final","","Scopus","2-s2.0-85076789235"
"Subhani B.H.; Ali A.; Ali F.","Subhani, Bilal Haider (57223019673); Ali, Asif (57225729487); Ali, Farman (57220735822)","57223019673; 57225729487; 57220735822","Revisiting Pecking Order Theory in a Green Era: Financial Development, Climate Uncertainty, and Environmental Investment","2026","Manchester School","94","2","","145","167","4","10.1111/manc.70017","https://www.scopus.com/pages/publications/105017889502?origin=resultslist","Financial development has the capacity to assimilate economic, environmental, and political shocks to the maximum extent. Building on this strength, the present study investigates how Financial Sector Development (FSD) influences Environmental Protection Investment (EPIRR), while also accounting for the moderating role of Climate Policy Uncertainty (CPUI), using firm-level data from Chinese A-share listed companies spanning 2010 to 2022. To ensure robust and reliable findings, the study employs multiple methodological approaches. The findings show a strong positive relationship between FSD and EPIRR. It indicates that a stable and developed financial system improves credit access, lowers funding costs, and increases firms' ability to invest in environmental projects. It also encourages green products like sustainability-linked loans and improves long-term planning through stronger investor confidence. However, when CPUI is included as a moderating factor, the positive relationship weakens, which unveils that an uncertainty about future environmental rules makes firms and financial institutions cautious. As a result, they often delay or reduce their green investments due to unpredictable regulations, unclear enforcement, and uncertain returns on long-term sustainability efforts. This study adds to theory by using the Resource-Based View and Strategic Choice Theory to explain how FSD serves as a strategic resource and decision-making driver for corporate green investment. Empirically, it advances the sustainability finance literature by employing rigorous econometric techniques and robustness checks, while also incorporating alternative measures of FSD, as well as heterogeneity analysis, channel exploration, and the entropy balancing approach. Practically, it underscores the role of a well-developed financial sector in reducing financing barriers for green projects while highlighting the need for stable climate policies to foster long-term sustainability investments. This study reconceptualized the traditional Pecking Order Theory by demonstrating that in a well-developed financial system, firms prefer external funds over internal ones due to lower costs and reduced information gaps. © 2025 The University of Manchester and John Wiley & Sons Ltd.","climate policy uncertainty; environmental investment; financial development; pecking order theory","","Article","Final","","Scopus","2-s2.0-105017889502"
"Trinh T.T.P.; Nhan P.A.L.; Minh T.H.V.; Dan L.L.V.; My T.T.B.; Vinh T.H.N.","Trinh, T. T. Pham (56452744100); Nhan, P. A. Le (59143744700); Minh, T. H. Vu (59143745500); Dan, L. L. Vo (59143088100); My, T. T. Bui (59144074700); Vinh, T. H. NGguyen (57208718471)","56452744100; 59143744700; 59143745500; 59143088100; 59144074700; 57208718471","WHAT ARE SPILLOVER TRANSMISSION CHANNELS FROM CHINA'S MONETARY POLICY TO ASIA: BAYESIAN VECTOR AUTOREGRESSIVE APPROACH","2024","Singapore Economic Review","69","2","","813","835","1","10.1142/S0217590821410071","https://www.scopus.com/pages/publications/85108123527?origin=resultslist","This study employs Bayesian vector autoregressive method to investigate spillover effects from China's monetary policy to Asian economies through the exchange rate, domestic demand, and financial channels. The domestic demand channel plays dominant role to the transmission of China's monetary spillover. While the weak impact of the exchange rate channel could be explained by the positive correlated response of Asian currencies to renminbi shock, the limited influence of the financial channel is due to low financial development and high restrictions on capital flows of China. We suggest Asian authorities should reduce the export reliance on China and prepare macro-prudential instruments to minimize their economies' vulnerability to foreign shocks. © 2024 World Scientific Publishing Company.","Asia; Bayesian vector autoregression; China; international monetary policy spillovers; transmission channels","Asia; Bayesian analysis; financial market; financial services; monetary policy; spillover effect; vulnerability","Article","Final","","Scopus","2-s2.0-85108123527"
"Charles D.","Charles, Don (55329532200)","55329532200","Building Climate Resilience in the Caribbean: Solutions With Financial Inclusion and Climate-Smart Agriculture","2024","Achieving Sustainability with AI Technologies","","","","193","221","0","10.4018/979-8-3693-3410-2.ch009","https://www.scopus.com/pages/publications/105005898853?origin=resultslist","Trinidad and Tobago (T&T) is dependent on food imports, rendering the country susceptible to risks within the global value chains for food. The objective of this study is to model and forecast T&T’s import of vegetables and fruit. Second, this study sought to provide policy recommendations to address T&T’s reliance on imported fruits and vegetables.Using monthly data from the CSO on SITC 05 over the January 2007 to June 2023 period, a Long Short-Term Memory model was used to forecast T&T’s imports of fruits and vegetables. The results revealed that the sum of the 12-month point estimates of the forecast is TT $1,062,807,376. Therefore, the forecasts suggest that T&T fruit and vegetable imports will remain over TT$1 billion annually is no new policy intervention is introduced.This study recommends the implementation of commercial hydroponics farms integrated with real-time monitoring, precision nutrient management, and predictive analytics to enhance the agriculture output in T&T. © 2025 by IGI Global Scientific Publishing. All rights reserved.","","Vegetables; Financial inclusions; Fruit and vegetables; Global value chain; Memory modeling; Modeling and forecast; Policy recommendations; Short term memory; Smart agricultures; Trinidad and Tobago; Vegetables and fruits; Fruits","Book chapter","Final","","Scopus","2-s2.0-105005898853"
"Li Y.; Zhou B.","Li, Yi (59183486900); Zhou, Bing (57208885778)","59183486900; 57208885778","Research on the impact of extreme climate on financial asset price —based on the DSGE model","2026","International Review of Economics and Finance","105","","104817","","","0","10.1016/j.iref.2025.104817","https://www.scopus.com/pages/publications/105024333257?origin=resultslist","This paper examines the dynamic impact of extreme climate events on financial asset prices using a dynamic stochastic general equilibrium (DSGE) model. It incorporates key economic agents, such as households, firms, and the financial sector, to explore how extreme weather shocks affect the real economy and financial stability. The results show that such shocks reduce aggregate output and capital returns, increasing financial asset price volatility. Moreover, financial frictions amplify the non-linear effects of these shocks, leading to higher risk premiums and deviations from asset fundamentals. The deterioration of the real economy also weakens corporate profitability and solvency, heightening systemic financial risks. Finally, the paper highlights how financial factors, such as credit constraints and reduced asset demand, further exacerbate the impact of climate shocks. These findings provideinsights for policymakers on the transmission channels of climate risk and the potential benefits of macroprudential regulation. © 2025 The Authors.","Dynamic stochastic general equilibrium model; Extreme weather; Financial asset price; Financial resilience","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105024333257"
"Theiri S.; Boukhatem J.","Theiri, Saliha (57219377391); Boukhatem, Jamel (55598677200)","57219377391; 55598677200","Fintech and bank stability nexus in selected MENA countries: a micro-level data analysis","2026","International Journal of Islamic and Middle Eastern Finance and Management","","","","1","28","1","10.1108/IMEFM-10-2025-0750","https://www.scopus.com/pages/publications/105041155111?origin=resultslist","Purpose – This study aims to investigate the impact of fintech development on banking stability in selected Middle East and North Africa (MENA) countries. It assesses whether fintech adoption enhances financial resilience through innovation and improved financial inclusion, or whether it introduces additional sources of risk within the banking sector. Design/methodology/approach – The analysis is based on a balanced panel data set of 67 commercial banks over the period 2011–2023. Fintech development is proxied by three indicators: regulatory sandboxes, fintech companies (FTC) and fintech transactions (FTT), while banking stability is measured using the LZ-score. The empirical framework combines static and dynamic panel models to account for persistence and potential endogeneity. The results are further supported by a series of robustness checks, reinforcing the reliability and validity of the findings. Findings – The results indicate that fintech development is positively associated with banking stability across the full sample. In particular, the presence of FTC significantly enhances operational efficiency and service diversification, thereby strengthening financial resilience. However, the positive effect of FTT is more pronounced in high-income countries, reflecting the role of advanced financial and digital infrastructures in amplifying the benefits of fintech adoption. Originality/value – This study provides new empirical evidence on the fintech-stability nexus in the MENA region. By highlighting the conditional nature of this relationship across different institutional contexts, it contributes to the literature on financial intermediation and digital transformation. The findings also offer policy-relevant insights for regulators seeking to promote innovation while preserving financial stability. © 2026 Emerald Publishing Limited","Bank stability; F21; Fintech; G20; G29; Income level; Innovation; MENA countries","","Article","Final","","Scopus","2-s2.0-105041155111"
"Feng Y.; Yan T.; Guo J.","Feng, Yanchao (57205027694); Yan, Tong (59380103500); Guo, Jia (59166368500)","57205027694; 59380103500; 59166368500","Assessing the global impact of artificial intelligence on energy resilience: The role of financial inclusion","2026","Socio-Economic Planning Sciences","103","","102380","","","2","10.1016/j.seps.2025.102380","https://www.scopus.com/pages/publications/105022094695?origin=resultslist","In the digital era, artificial intelligence (AI) is reshaping economies and energy systems. This paper assesses the global effect of AI on energy resilience (ER), emphasizing the moderating role of financial inclusion (FI). Using panel data from 64 countries over the period from 2000 to 2019, this study employs the IV-GMM, difference-in-differences, and panel quantile regression models to ensure robust results. Findings show that a 1 % increase in AI contributes to roughly a 0.04 %–0.13 % increase in ER, and that FI strengthens this effect. Mediation analysis reveals that per capita GDP, technological progress, and human capital mediate the artificial intelligence-energy resilience relationship. Heterogeneity analysis indicates that while AI improves ER in low-resilience contexts, it may reduce it in high-income countries, and has no significant effect in middle-income ones. These results underline the importance of tailoring AI and FI strategies to national contexts. Policymakers should focus on advancing AI-enabled energy management and expanding access to inclusive finance services to build more resilient energy systems worldwide. © 2025 Elsevier Ltd.","Artificial intelligence; Energy resilience; Financial inclusion","artificial intelligence; energy management; financial services; Gross Domestic Product; human capital","Article","Final","","Scopus","2-s2.0-105022094695"
"Lai E.L.-C.","Lai, Edwin L.-C. (7201466555)","7201466555","One Currency, Two Markets: China’s Attempt to Internationalize the Renminbi","2021","One Currency, Two Markets: China’s Attempt to Internationalize the Renminbi","","","","1","308","12","10.1017/9781108647236","https://www.scopus.com/pages/publications/85131712237?origin=resultslist","This book is for anyone who is interested in the economic analysis of the future of the international monetary system and the USD, and the rising importance of the RMB. It points out the unsustainability of the dollar standard in the long run, that China has unique incentives to internationalize its currency, and how Hong Kong plays an important role. It explains the real reasons for China to internationalize its currency, including using external commitments to force financial sector reforms (“daobi” in Chinese). It applies economic theories accessible to laymen to establish that financial development and openness are crucial for RMB internationalization to succeed, and that greater exchange rate volatility is inevitable due to the “open-economy trilemma”. Employing the “gravity model,” the book predicts quantitatively that, by 2030, the RMB can be a distant third payment currency after the USD and the euro but surpassing the British pound sterling. © Edwin Lun-Cheung Lai 2021.","","","Book","Final","","Scopus","2-s2.0-85131712237"
