"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Amouzay H.; El Ghini A.","Amouzay, Hassan (58236499700); El Ghini, Ahmed (14831124500)","58236499700; 14831124500","Climate variability impact on agricultural production in Morocco: New evidence from a spatial econometric analysis","2025","New Medit","2025","1","","39","68","5","10.30682/nm2501c","https://www.scopus.com/pages/publications/105002641866?origin=resultslist","This paper examines the impact of climate variability on agricultural production in 12 Moroccan regions, differentiating between rain-fed and irrigated crops. Using a spatial panel data model with a 21-year (1999-2019), we analyze the impact of climatic and economic variables on three main crops: cereals, market gardening and rosaceous plants, while taking into account spatial autocorrelation and regional heterogeneity. The results highlight the sensitivity of various crops to variations in temperature and precipitation, revealing significant spillover effects due to omitted variables or shocks not observed in a spatial pattern. Thus, rainfall has a positive impact on rain-fed cereals but a negative impact on irrigated crops, underlining the inefficiencies of irrigation techniques and the need for sustainable water management. Irrigated rosaceae crops show high temperature sensitivity, underlining the urgency of climate-resilient agricultural practices. This finding underscores the urgent need for targeted regional public policies rather than standardized national policies to mitigate the effects of climate variability on Moroccan agriculture and ensure its long-term sustainability. © 2025, Bononia University Press. All rights reserved.","Agriculture; Climate variability; Morocco; Production function approach; Spatial panel data","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105002641866"
"Jagan Mohan R.N.V.; Rayanoothala P.S.; Praneetha Sree R.","Jagan Mohan, R.N.V. (57190685687); Rayanoothala, Pravallika Sree (58170783400); Praneetha Sree, R. (57493930300)","57190685687; 58170783400; 57493930300","Smart agriculture 5.0: blockchain and reinforcement learning synergy for multicropping optimization and traceable IoT-Enabled supply chains","2026","Frontiers in Blockchain","9","","1766232","","","3","10.3389/fbloc.2026.1766232","https://www.scopus.com/pages/publications/105030128516?origin=resultslist","Agriculture faces multifaceted challenges including climate variability, soil degradation, and supply chain inefficiencies, particularly for smallholder farmers practicing multicropping. This study systematically integrates blockchain technology for secure, transparent transactions with reinforcement learning (RL)-optimized Neutrosophic multi-regression for precise crop loss prediction in multicropping systems. Using real-world data from six crops (rice, banana, turmeric, elephant foot yam, coconut, cocoa), Neutrosophic multi-regression estimated losses with RL hyperparameter tuning, achieving superior prediction accuracy. A blockchain framework was developed for farmer validation, transaction security, and smart contract execution using Ethereum/Ganache. Results demonstrate 25%–35% reduction in predicted crop losses and enhanced supply chain traceability. This Smart Agriculture 5.0 framework advances Agriculture 4.0 through human-AI symbiosis and uncertainty modeling, addressing single-point failures, data privacy, and trust deficits for scalable sustainable farmingThrough this multidimensional approach, the study endeavors to not only enhance the productivity and sustainability of agricultural practices but also to foster resilience in the face of evolving challenges. Copyright © 2026 Jagan Mohan, Rayanoothala and Praneetha Sree.","blockchain; multicropping; neutrosophic logic; reinforcement learning; SmartAgriculture 5.0; supply chain traceability","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105030128516"
"Bernard B.M., Jr.; Song Y.; Sumiati; Wang X.","Bernard, Boima M. (57732294600); Song, Yanping (57731794500); Sumiati (59900409800); Wang, Xin (57732294700)","57732294600; 57731794500; 59900409800; 57732294700","Assessing the impact of climate variability on total factor productivity in African agriculture: Insights from non-parametric and parametric analyses","2025","Journal of Cleaner Production","513","","145549","","","6","10.1016/j.jclepro.2025.145549","https://www.scopus.com/pages/publications/105005254593?origin=resultslist","This study examines the effects of temperature and precipitation variability on total factor productivity (TFP) growth in African agriculture using a comprehensive two-stage analytical approach that incorporates both non-parametric and parametric methods. Stage 1 employs the DEA Malmquist index, a non-parametric method, to estimate TFP growth by decomposing it into technical efficiency and technological progress. Stage 2 applies dynamic panel IV regression, a parametric method, to evaluate climate variability's impact on TFP trends. The Data Envelopment Analysis (DEA) Malmquist index results indicate that average annual TFP growth rate was approximately 2 % with regional productivity ranging from 1 % to 4 %. However, significant disparities are observed, with many countries experiencing stagnation or minimal productivity increases. Decomposed productivity determinants suggest that low growth rates in numerous countries are attributed to minimal technological progress, low technical efficiency, and declining scale efficiency. Furthermore, the parametric analysis reveals that the effects of climate change on TFP growth vary significantly with climate factors and geographical locations. Notably, long-term temperature increases are found to have a substantial negative impact on TFP growth across much of the continent. The findings underscore the need for more region-specific and country-specific studies to identify extreme weather factors adversely affecting agricultural productivity in Africa. Such insights are crucial for formulating policy interventions that consider regional characteristics and specific climate factors. The study suggests several adaptation and mitigation strategies to enhance food security in Africa, including the development of drought-tolerant crop varieties, improvements in irrigation systems, and the promotion of sustainable fertilizer use. © 2025 Elsevier Ltd","African agriculture; Climate variability; Food availability; Non-parametric analysis; Parametric analysis; TFP growth","Crops; Drought; Global warming; African agriculture; Climate variability; Food availability; Non-parametric analysis; Nonparametrics; Parametric analysis; Parametric method; Productivity growth; Total factor productivity; Total factor productivity growth; Irrigation","Article","Final","","Scopus","2-s2.0-105005254593"
"Drira Y.; Boutouria S.; Boujelbène M.","Drira, Yesser (60117728200); Boutouria, Souha (58556969000); Boujelbène, Mouna (35365977100)","60117728200; 58556969000; 35365977100","A PINN-inspired structure-regularized framework for climate and geopolitical risk in agricultural commodity markets: evidence from China","2026","SN Business and Economics","6","8","270","","","0","10.1007/s43546-026-01296-1","https://www.scopus.com/pages/publications/105046283287?origin=resultslist","This paper examines the associations between climate variability, geopolitical uncertainty, and agricultural commodity price dynamics under increasing environmental instability and compound shocks. Understanding how climate-related pressures are linked to commodity market fluctuations is essential for climate-sensitive market assessment and the design of resilient policy responses. To address this issue, the study develops a structure-regularized neural framework inspired by the regularization logic of PINN-based learning, which integrates high-frequency environmental indicators and geopolitical risk measures while imposing dynamic constraints on price trajectories. Using daily data on major agricultural commodities in China, the proposed framework captures central price dynamics and periods of heightened volatility associated with climate stress and geopolitical disruption. The empirical results indicate that periods of climate stress and geopolitical tension are linked to stronger price fluctuations, particularly during episodes of environmental or political instability. Compared with conventional benchmarks, the proposed model delivers competitive and often superior forecasting performance, while producing smoother and more structurally consistent price trajectories. By combining machine learning with structural regularization, this study contributes to the literature on climate-sensitive agricultural market forecasting. The proposed framework may support market monitoring and risk assessment by helping identify periods in which climate and geopolitical pressures are associated with increased commodity price instability. © The Author(s), under exclusive licence to Springer Nature Switzerland AG 2026.","Agricultural commodity prices; China; Climate variability; Geopolitical risk; PINN-inspired neural networks; Structure-regularized learning","","Article","Final","","Scopus","2-s2.0-105046283287"
"Kalli R.; Jena P.R.","Kalli, Rajesh (57214819882); Jena, Pradyot Ranjan (23568135000)","57214819882; 23568135000","Measuring climate change impact on crop yields in southern India: A panel regression approach","2023","The Palgrave Handbook of Socio-Ecological Resilience in the Face of Climate Change: Contexts from a Developing Country","","","","39","52","2","10.1007/978-981-99-2206-2_4","https://www.scopus.com/pages/publications/85202141526?origin=resultslist","The evidence of climate variability among developing countries has stressed agriculture sector. Promoting sustainable development will create an opportunity to enhance the rural livelihoods that are prone to frequent climate shocks. The present study estimates the climate change impact on three crop yields (Rice, Maize and Finger Millet) using fine scale climate dataset constructed at regional context for 20 districts over 21 years (1992-2012). Fixed effect panel regression method was used to examine change in crop yields to climate response. The results indicate consistently negative impact of temperature on crop yields. The regional dimension specified in the study suggested special attention for semi-arid and arid region as the magnitude of impact is significantly large. © The Author(s), 2023. All rights reserved.","Climate Variability; Crop Productivity; Panel Regression Approach","","Book chapter","Final","","Scopus","2-s2.0-85202141526"
"Huda S.S.; Akhtar A.; Ahmed E.; Samiul Hoq K.M.; Islam M.N.","Huda, SSM Sadrul (55357051400); Akhtar, Afsana (55357330600); Ahmed, Ellin (60333082800); Samiul Hoq, Kazi Md. (60333005900); Islam, Md. Nahid (60332625800)","55357051400; 55357330600; 60333082800; 60333005900; 60332625800","Artificial intelligence in agriculture across south Asia: Technology adoption, improvements, and sustainability outcomes","2026","Sustainable Futures","11","","101620","","","9","10.1016/j.sftr.2025.101620","https://www.scopus.com/pages/publications/105027457266?origin=resultslist","Agriculture remains the backbone of South Asia's economy, yet persistent challenges such as climate variability, low productivity, and fragmented supply chains hinder its sustainable growth. Motivated by the region's increasing digitalization and the potential of Artificial Intelligence (AI) to address these constraints, this study investigates how AI is being adopted in agriculture across six South Asian countries—Bangladesh, India, Pakistan, Sri Lanka, Nepal, and Afghanistan. Using a qualitative comparative case study approach, the research integrates the Technology Acceptance Model (TAM) and the Diffusion of Innovation (DOI) framework to analyze over 30 AI-enabled firms operating in areas such as farm finance, crop monitoring, pest and disease management, logistics, and post-harvest quality control. The findings reveal significant cross-country variation in AI adoption patterns: India and Sri Lanka exhibit DOI-driven, institution-led diffusion supported by strong public–private partnerships, while Bangladesh and Nepal rely on TAM-based, individual-level acceptance influenced by digital literacy and perceived ease of use. Pakistan demonstrates a hybrid adoption path, whereas Afghanistan remains at an early diffusion stage. These results highlight that infrastructure readiness, digital capability, and institutional coordination are decisive factors for scaling AI in agriculture. The study concludes with actionable policy recommendations, emphasizing the need for region-wide investment in rural digital infrastructure, AI literacy programs, inclusive financing mechanisms, and cross-border public–private collaborations to accelerate sustainable, data-driven agricultural transformation across South Asia. © 2025","Agriculture; Artificial intelligence; Diffusion of innovation (DOI); Iot in agriculture; Precadopting smart farming; Predictive analytics; South Asia; Sustainable farming; Technology acceptance model (TAM)","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105027457266"
"Sanogo K.; Gebrekirstos A.; Bayala J.; van Noordwijk M.","Sanogo, Kapoury (57188681317); Gebrekirstos, Aster (13806275500); Bayala, Jules (6507088976); van Noordwijk, Meine (7003897764)","57188681317; 13806275500; 6507088976; 7003897764","Climate-growth relationships of Daniellia oliveri (Rolfe) Hutch. & Dalziel in the Sudanian zone of Mali, West Africa","2022","Trees, Forests and People","10","","100333","","","9","10.1016/j.tfp.2022.100333","https://www.scopus.com/pages/publications/85138219256?origin=resultslist","Tree rings depend on seasonal variation in radial tree growth. Where they can be identified, their interannual variation may reflect climate variability. Compared to its use in temperate and boreal regions, tree-ring analysis has been less applied in tropical Africa, with weaker seasonality. Daniellia oliveri often forms the tallest trees in agroforestry parklands of the Sudanian savanna zone of Mali but its growth response to climate (rainfall, temperature) variability has not been documented. We analyzed six stem disks of D. oliveri and used standard dendrochronological methods to process the samples. Contrary to earlier literature likely based on more humid parts of the species distribution range, D. oliveri formed distinct growth ring boundaries in our study area. The mean annual radial growth was 2.73 ± 0.56 mm. All measured tree-ring series were successfully cross-dated with a GLK (Gleichläufigkeit) value of 76.3 ± 5.6. The final tree-ring chronology covers the period 1909-2021. After removing age-related growth trends, the tree-ring width index showed a significant relationship with records of annual rainfall (r2 = 0.46, n = 100 years, p < 0.001). The relationship between wet-season (June to September) precipitation and the residual chronology was slightly higher (r2 = 0.50, n = 100 years, p < 0.001). However, no significant correlation was found for temperature. These results imply that D. oliveri can be successfully used for dendrochronological studies with relevance for the management and restoration of the ecosystems in the Sudanian zone of West Africa, where long-term rainfall records are scarce. © 2022 The Authors","African dendrochronology; Annual radial growth; Climate change; Parkland agroforestry; Restoration","Mali; agroforestry; annual variation; climate change; climate effect; deciduous tree; dendrochronology; ecosystem management; environmental restoration; growth rate; growth response; park management; restoration ecology; seasonal variation; seasonality; tree ring","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85138219256"
"Odularu G.","Odularu, Gbadebo (26323276900)","26323276900","Nutrition, Sustainable Agriculture and Climate Change in Africa: Issues and Innovative Strategies","2020","Nutrition, Sustainable Agriculture and Climate Change in Africa: Issues and Innovative Strategies","","","","1","185","2","10.1007/978-3-030-47875-9","https://www.scopus.com/pages/publications/85150557224?origin=resultslist","In Sub-Saharan Africa, the rapidly evolving COVID-19, increasing population growth, and exponential expansion in demand for agricultural commodities are putting pressure on available resources, thereby posing immense challenges to the region’s capacity to achieve nutritional security related to United Nations Sustainable Development Goals (SDGs). Although Sub-Saharan Africa boasts vast, fertile and uncultivated arable lands, its capacity to contribute to feeding its current and future population is being seriously undermined by factors such as poor adoption and utilization of innovations and digital tools, climate change impact, environmental degradation, weak political will, limited interest in farming, lack of government support, and more. In spite of these constraints, sustainable agriculture, food security and nutrition security in Sub-Saharan Africa can be achieved by adopting a multi-pronged approach, which includes improved agricultural mechanization, adoption of high yielding crop varieties, use of information technology, public investments in improved technologies, and rural infrastructure funding. This edited volume provides innovative policy tools for enhancing Sub-Saharan Africa’s capacity to achieve sustainable agriculture, food security and nutrition security in the digital age and in the face of climate variability. Furthermore, this book presents smart strategies for increased agricultural production, reduced food waste, and enhanced nutritional outcomes by harnessing the latest discoveries in agricultural research, education and advisory services. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2020.","Agricultural Economics; Food Policy; Food Security; SDGs; Sub-Saharan Africa; Sustainable Development Goals; Sustainable Food","","Book","Final","","Scopus","2-s2.0-85150557224"
"Iwe E.P.","Iwe, Emmanuel Patrick (60160631800)","60160631800","Impact of climate variability on agricultural productivity and economic growth in Nigeria","2025","African Journal of Agricultural and Resource Economics","20","3","","309","322","0","10.53936/afjare.2025.20(3).18","https://www.scopus.com/pages/publications/105020077158?origin=resultslist","This study examines how climate variability affects agricultural productivity and economic growth in Nigeria using time-series data from 1960 to 2024. The analysis applies trend examination, cointegration testing, vector error-correction models (VECM), mediation analysis, structural break tests and Markov switching models to evaluate dynamic linkages between climate variables, crop and livestock output, and GDP. The results show that crop productivity significantly mediates the relationship between climate and economic growth, while livestock plays a minimal role. Short-run rainfall and humidity shocks reduce output, while temperature exerts a positive long-run influence. Structural breaks align with key policy and climate transitions. The study recommends targeted investment in irrigation, high-quality seeds and early warning systems to build climate resilience in crop production and improve the sector’s economic contribution. © 2025 African Association of Agricultural Economists. All rights reserved.","agricultural productivity; climate variability; economic growth; mediation analysis; Nigeria","","Article","Final","","Scopus","2-s2.0-105020077158"
"Mishra B.","Mishra, Brajaraja (56326149500)","56326149500","Improving Yield Efficiency through Pre-monsoon Dry Sowing in Andhra Pradesh","2025","Economic and Political Weekly","60","3","","28","35","0","","https://www.scopus.com/pages/publications/85215835688?origin=resultslist","Farmers in regions with eruptive climate conditions are adopting pre-monsoon dry sowing as an eco-friendly and sustainable farming approach. Using primary survey data collected by the Institute for Development Studies Andhra Pradesh, the adoption rate, costs, benefits, technical efficiency, and recommendations for scaling up PMDS farming are examined. Targeted interventions and support to overcome obstacles and promote widespread adoption are necessary as this farming approach holds great potential for sustainable and resilient agriculture in regions that face climate variability. Farmers can achieve food security by maintaining agricultural sustainability through PMDS farming. © 2025 Economic and Political Weekly. All rights reserved.","","","Article","Final","","Scopus","2-s2.0-85215835688"
"Yahyaei H.; Kitsios V.; De Mello L.","Yahyaei, Hamid (57772696000); Kitsios, Vassili (24598030900); De Mello, Lurion (35809975800)","57772696000; 24598030900; 35809975800","Risk transference between climate variability and financial derivatives: Implications for global food security","2024","Journal of Climate Finance","7","","100038","","","3","10.1016/j.jclimf.2024.100038","https://www.scopus.com/pages/publications/85198706901?origin=resultslist","We investigate the impacts of the El Niño-Southern Oscillation (ENSO) on global food security by using information embedded in financial derivatives. Using a state-of-the-art general circulation model (GCM) climate forecasting system that generates observations on the phase and magnitude of ENSO, we create novel indices that track its uncertainty throughout time. Together with the option implied volatilities of core food inputs (wheat, maize, rice, and soybean), we model the time-varying volatility spillover from ENSO to each commodity, capturing the direction and intensity of risk transference. Simulating Gaussian and non-Gaussian impulse responses that mimic an increase in climate variability show a persistent impact on the price uncertainty of the commodities lasting up to three months. We also show that shocks are contingent on the phase of ENSO, with warmer conditions in the Eastern Pacific (i.e., the El Niño phase) increasing risk transference for soybean and rice. In contrast, the La Niña phase has a material influence on the uncertainty of wheat and maize. In all, we reveal a volatility transmission channel of climate variability that affects financial markets, suggesting valuable inferences about the impact of climate shocks can be derived from the rich information embedded in commodity-linked derivatives. © 2024","Climate Variability; Derivatives; ENSO; Food Security; Implied Volatility","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85198706901"
"Hernandez R.M.","Hernandez, Rowell Marquez (57212315226)","57212315226","Predicting 20 years of Agricultural Stability and Security in the Philippines: A Comparative Machine Learning and Time Series Forecasting Approach for Food Security Planning","2026","International Journal of Computer Information Systems and Industrial Management Applications","18","5s","","483","495","0","10.70917/ijcisim-2026-2747","https://www.scopus.com/pages/publications/105044922360?origin=resultslist","Food security remains a persistent national concern in the Philippines, driven by rapid population growth, climate variability, geopolitical disruptions, and fluctuating agricultural productivity. To support early interventions and strategic planning, it is essential to develop reliable forecasting tools capable of predicting food shortages and surpluses. This study presents a comprehensive time series forecasting model employing multi-decadal historical data (1961–2024) sourced from government agencies and international bodies, covering key indicators related to food production, supply, and consumption. The research focuses on the top 15 major agricultural crops in the Philippines, which collectively represent a significant portion of the national food system and economy. Multiple forecasting algorithms were implemented to identify optimal predictive models for each crop. These include Gradient Boosting Regressor, Decision Tree Regressor, K-Nearest Neighbors, Exponential Smoothing, Grand Means Forecaster, Naive Forecaster, Theta Forecaster, Auto ARIMA, and Prophet. Model performance was rigorously evaluated using statistical metrics such as RMSE, MAE, MAPE, and R² to determine accuracy, consistency, and analytical robustness. Results show that several models—particularly Gradient Boosting, Prophet, Theta, and Auto ARIMA, successfully captured seasonal patterns, long-term trends, and production shocks. Their forecasting outputs demonstrate strong predictive capability for future crop production and availability. The findings reinforce the importance of data-driven approaches in agricultural planning, especially for countries highly vulnerable to climate and market instability. The proposed forecasting framework serves as a decision-support tool for policymakers, local government units, agricultural agencies, and food industry stakeholders. By accurately predicting potential shortages and surpluses, the model can assist in resource allocation, importation strategies, crop diversification, farm support programs, and long-term food security planning. Ultimately, this research contributes to sustainable agricultural development, improved food resilience, and the broader national goal of ensuring stable and affordable food for all Filipinos. © 2026 by the authors.","Auto ARIMA; Crop yield prediction; Predictive analytics; Prophet forecasting; Sustainable agriculture","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105044922360"
"Dziwornu R.K.; Mapok C.; Doku J.N.","Dziwornu, Raymond K. (57195294921); Mapok, Charles (59933663200); Doku, James Ntiamoah (55940151800)","57195294921; 59933663200; 55940151800","Can public expenditure on agriculture mitigate the effect of climate variability on agricultural credit in Africa?","2024","African Journal of Agricultural and Resource Economics","19","3","","309","323","0","10.53936/afjare.2024.19(3).18","https://www.scopus.com/pages/publications/105007547501?origin=resultslist","This study investigates how public agricultural expenditure can mitigate the effect of climate variability on banks’ agricultural credit supply in sub-Saharan Africa. Data was collected from 23 countries over the period 2006 to 2021 and analysed with the two-step generalised method of moments. The study found that banks exhibit dynamic agricultural credit supply behaviour, with temperature variability negatively effecting it and precipitation positively. In the presence of public agricultural expenditure, the influence of temperature variability on agricultural credit supply is not significantly mitigated, although the effect of precipitation is mitigated. Governments should deliberately direct adequate financial resources to develop greenhouse and climate-smart technologies, scale up agricultural credit guarantee schemes with banks and provide subsidised climate-resistant seeds and irrigation infrastructure to mitigate the effect of climate variability on agricultural credit supply. This will reduce banks’ risk perception of the sector and encourage them to lend more to agriculture for growth. © (2024), (African Association of Agricultural Economists). All rights reserved.","agricultural credit supply; banks; climate variability; public expenditure","","Article","Final","","Scopus","2-s2.0-105007547501"
"Hughes N.; Hafi A.; Goesch T.","Hughes, Neal (23985372700); Hafi, Ahmed (23984483500); Goesch, Tim (56482244300)","23985372700; 23984483500; 56482244300","Urban water management: Optimal price and investment policy under climate variability","2009","Australian Journal of Agricultural and Resource Economics","53","2","","175","192","26","10.1111/j.1467-8489.2007.00446.x","https://www.scopus.com/pages/publications/63049085938?origin=resultslist","Australian urban water utilities face a significant challenge in designing appropriate demand management and supply augmentation policies in the presence of significant water scarcity and climate variability. This article considers the design of optimal demand management and supply augmentation policies for urban water. In particular, scarcity pricing is considered as a potential alternative to the predominant demand management policy of water restrictions. A stochastic dynamic programming model of an urban water market is developed based on data from the ACT region. Given a specification of the demand and supply for urban water state dependent optimal price and investment policies are estimated. The results illustrate how the optimal urban water price varies inversely with the prevailing storage level and how the optimal timing of investment differs significantly between rain dependent and rain independent augmentation options. © Journal compilation © 2009 Australian Agricultural and Resource Economics Society Inc. and Blackwell Publishing Asia Pty Ltd.","Demand management; Scarcity pricing; Stochastic dynamic programming; Supply augmentation; Urban water","Australasia; Australia; climate variation; estimation method; investment; numerical model; resource scarcity; urban area; water demand; water economics; water management; water supply","Article","Final","","Scopus","2-s2.0-63049085938"
"Morales Martínez D.; Gori Maia A.; Ruiz Garcia J.","Morales Martínez, Daniel (56964363600); Gori Maia, Alexandre (24503743000); Ruiz Garcia, Junior (36337892900)","56964363600; 24503743000; 36337892900","The diffusion of agricultural groundwater extraction in São Paulo, Brazil: The role of climate variability and environmental preservation; [La difusión de la extracción agrícola de agua subterránea en São Paulo, Brasil: el papel de la variabilidad climática y la preservación ambiental]","2024","Desarrollo y Sociedad","2024","98","","91","113","1","10.13043/DYS.98.5","https://www.scopus.com/pages/publications/85214866178?origin=resultslist","Agricultural production in Brazil has increasingly relied on groundwater extraction, raising concerns about the sustainability of underground reservoirs. This paper compares the diffusion of the two most common types of wells used to extract groundwater for agriculture in the state of São Paulo, Brazil: conventional (low depth) and tubular (high depth). We use longitudinal municipal-level information and spatial panel models to analyze the two main drivers of groundwater extractions: climate variability (aridity) and environmental conservation (conservation agriculture and native forest conservation). Our results highlight how increasing aridification in the dry season (winter) has reduced the diffusion of conventional wells and increased the diffusion of less sustainable tubular wells. We also highlight that soil conservation and native forest preservation practices reduce the need for deep underground water extraction. © 2024, Universidad de los Andes, Colombia. All rights reserved.","econometrics; forest conservation; peer relationship; Soil conservation; São Paulo","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85214866178"
"Babyenda P.; Kabubo-Mariara J.; Odhiambo S.","Babyenda, Peter (57192378022); Kabubo-Mariara, Jane (6505803222); Odhiambo, Sule (58117681700)","57192378022; 6505803222; 58117681700","Climate variability and agricultural productivity in Uganda","2023","African Journal of Agricultural and Resource Economics","18","1","","14","38","5","10.53936/AFJARE.2023.18(1).2","https://www.scopus.com/pages/publications/85165007036?origin=resultslist","Uganda’s climate is changing in terms of rising temperatures and altered precipitation patterns, leading to extreme meteorological conditions such as prolonged drought, floods and landslides. Yet the majority (68%) of Ugandans rely largely on rain-fed agriculture, which is affected by climate variability. This study therefore investigates the effect of climate variability on agricultural productivity in Uganda by combining long-term climate data, sourced from the United States National Oceanic and Atmospheric Administration (NOAA), and six waves of the Uganda National Panel Survey (UNPS) spanning the period 2009 to 2019. Trends and the regression analysis estimated with panel data confirm the existence of climate variability, as well as the vulnerability of farming households across Uganda. The empirical results indicate a significant U-shaped impact of precipitation variability on agricultural productivity. This tends to suggest that, as variability in precipitation intensifies, farming households will adapt to the changing precipitation and thereby improve their productivity. The regional and crop-specific analysis show that, relative to other regions of the country, Eastern Uganda is likely to be the region affected the most, while beans and banana are likely to be affected more by climate variability compared to other crops such as maize and cassava. The study thus recommends measures aimed at encouraging farmers to adapt and increase agricultural productivity. There is a need to strengthen the provision of extension services and inform farmers about climate variability. © 2023, African Journal of Agricultural and Resource Economics. All Rights Reserved.","agricultural productivity; climate variability; maize; panel data; Uganda","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85165007036"
"Mirzabaev A.","Mirzabaev, Alisher (57221772387)","57221772387","Improving the resilience of central asian agriculture to weather variability and climate change","2018","Natural Resource Management and Policy","52","","","477","495","10","10.1007/978-3-319-61194-5_19","https://www.scopus.com/pages/publications/85079269983?origin=resultslist","Central Asia is projected to experience significant climate change, combined with increased weather volatility. Agriculture is a key economic sector and a major source of livelihoods for Central Asia’s predominantly rural population, especially for the poor. Agricultural production, being sensitive to weather shocks and climate volatility, may be negatively affected by climate change if no adaptive actions are taken. Climate smart technologies could help in strengthening the resilience of agricultural producers in the region to increased weather variability due to climate change. This study identifies the key barriers and opportunities for a wider adoption of climate smart technologies and also evaluates their potential impacts on agricultural revenues of differentiated groups of agricultural producers, with a focus on the poor. Adoption of climate smart agricultural technologies was found to raise farming profits of both poorer and richer households, although these positive impacts may likely to be higher for richer households. The study also shows that policies facilitating improved access to markets and agricultural extension services, as well as higher commercialization of household agricultural output may increase the adoption of climate smart agricultural technologies in the region. © FAO 2018.","","","Book chapter","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85079269983"
"Siminyu P.; Oluoch-Kosura W.; de Groote H.; Mbau J.S.","Siminyu, Philip (57203115291); Oluoch-Kosura, Willis (7801682138); de Groote, Hugo (57197763228); Mbau, Judith Syombua (56536942700)","57203115291; 7801682138; 57197763228; 56536942700","Assessing the contribution of climate-smart agricultural practices to the resilience of maize farmers in Bungoma County, Kenya","2021","African Journal of Agricultural and Resource Economics","16","2","","126","139","4","10.53936/afjare.2021.16(2).09","https://www.scopus.com/pages/publications/85123800852?origin=resultslist","Climate variability threatens farmers’ livelihoods. Efforts to address climate stress recognise climate-smart agriculture (CSA) as a promising approach to minimising the damage caused by increasing weather variability. However, the effect of CSA practices on the resilience of maize farmers in the face of climate variability is not well understood. This study assesses the effects of CSA practices on the resilience of maize farmers. Using primary data from 250 randomly sampled maize farmers in Kenya, a resilience index was generated and then analysed using a structural equation model. The results show that CSA practices increase the resilience of farmers, suggesting enhanced resilience to climate variability. CSA practices improve farmers’ food security and welfare, and their adoption should be promoted. © 2021","Climate-smart agricultural practices; resilience index; stress; structural equation model","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85123800852"
"Teklewold H.; Mekonnen A.; Kohlin G.; DI Falco S.","Teklewold, Hailemariam (12791629500); Mekonnen, Alemu (6701680083); Kohlin, Gunnar (6506771832); DI Falco, Salvatore (55969775400)","12791629500; 6701680083; 6506771832; 55969775400","Does adoption of multiple climate-smart practices improve farmers' climate resilience? Empirical evidence from the Nile Basin of Ethiopia","2017","Climate Change Economics","8","1","1750001","","","104","10.1142/S2010007817500014","https://www.scopus.com/pages/publications/85027067240?origin=resultslist","There is a paucity of information on conditioning factors that hinder or promote adoption of multiple climate-smart practices and on the synergies among such practices in increasing household resilience by improving agricultural income. This study analyzes how heat, rainfall, and rainfall variability affect farmers' choices of a portfolio of potential climate smart practices- A gricultural water management, improved crop seeds, and fertilizer- A nd the impact of these practices on farm income in the Nile Basin of Ethiopia. We apply a multinomial endogenous switching regression approach by modeling combinations of practices and net farm income for each combination as depending on household and farm characteristics and on a set of climatic variables based on geo-referenced historical precipitation and temperature data. A primary result of this study is that farmers are less likely to adopt fertilizer (either alone or in combination with improved varieties) in areas of greater rainfall variability. However, even when there is high variability in rainfall, farmers are more likely to adopt these two yield-increasing inputs when they choose to (and are able to) include the third part of the portfolio: Agricultural water management. Net farm income responds positively to agricultural water management, improved crop variety or fertilizer when they are adopted in isolation as well as in combination. But this effect is greater when these practices are combined. Simulation results suggest that a warming temperature and decreased precipitation in future decades will make it less likely that farmers will adopt practices in isolation but more likely that they will adopt a combination of practices. Hence, a package approach rather than a piecemeal approach is needed to maximize the synergies implicit in various climate smart practices. © 2017 World Scientific Publishing Company.","Ethiopia; farm income; multinomial endogenous switching; Multiple climate-smart practices; precipitation; temperature","","Article","Final","","Scopus","2-s2.0-85027067240"
