"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Khalifa J.","Khalifa, Jihène (59497214300)","59497214300","The Symmetric and Asymmetric Effects of Climate Change and Carbon Dioxide Emissions on Crop Production in Tunisia","2025","International Journal of Energy Economics and Policy","15","4","","440","453","1","10.32479/ijeep.19684","https://www.scopus.com/pages/publications/105009387237?origin=resultslist","Agriculture remains a cornerstone of the Tunisian economy, accounting for over 12% of the country’s GDP and providing employment for more than 14% of the labor force in 2022 (WDI, 2023). However, the sector is increasingly vulnerable to climate change particularly variations in temperature and precipitation as well as environmental pressures such as air pollution, all of which can harm crops, vegetation, and forest resources. This study explored the influence of climate change and air pollution on Tunisia’s agricultural sector, employing both the ARDL and NARDL models to examine the effects of temperature, precipitation, and CO2 emissions on crop production over the period 1996-2022. The findings reveal significant short-and long-term relationships among the studied variables. In the short term, CO2 emissions were associated with a reduction in agricultural productivity, though this relationship was not statistically significant. In contrast, the long-term results demonstrate a substantial negative impact of environmental degradation on the crop production index. The analysis further shows that water productivity, fertilizer usage, and male employment in agriculture contribute positively to long-term agricultural output. Conversely, female employment in agriculture appears to have a negative impact on crop production over the same period. Additionally, while variables such as arable land, average temperature, and precipitation exhibit positive effects on crop production, these relationships were not statistically significant. The study also highlights the asymmetric effects of climate change and CO2 emissions, where positive and negative shocks exert varying degrees of influence on agricultural output in Tunisia. These results emphasize the crucial role of natural resources, particularly water productivity, as well as the importance of human capital in enhancing agricultural development. Notably, to the best of the author’s knowledge, this research is the first to simultaneously investigate both the symmetrical and asymmetrical dynamic interactions between climate change, carbon emissions, and crop production in Tunisia using ARDL and NARDL cointegration frameworks. © 2025, Econjournals. All rights reserved.","Agricultural Productivity; Carbon Emissions; Climate Vulnerability; NARDL Model; Tunisia","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105009387237"
"Núñez H.M.; Chakraborti L.; Robles-Chávez J.E.","Núñez, Héctor M. (55418382200); Chakraborti, Lopamudra (55387899200); Robles-Chávez, Jesús E. (58498759500)","55418382200; 55387899200; 58498759500","Temperature and Precipitation Effects on Mexican Food Crop Yields","2026","Agribusiness","","","","","","0","10.1002/agr.70143","https://www.scopus.com/pages/publications/105045484390?origin=resultslist","In this paper, we investigate the impacts of weather shocks on crop yields in Mexico using a comprehensive data set of five major crops and weather information at the municipality level for the most recent years, 2003−2021. One of our main aims is to show that the adverse effects of weather shocks on yields are not specific to a few crops but applies to all crops exposed to similar weather conditions. Previous literature has limited the analysis to one or two crops, whereas we cover multiple crops, three growing seasons, and two watering technologies. Following the production function approach, we estimate panel data fixed effect models for each crop and find strong evidence on the adverse impact of exposure to extreme heat, the nonlinear effect of precipitation, and the positive impact of irrigation technology. Our main results show that cumulative heat exposure has nonlinear effects on crop yields, with evidence of diminishing returns and eventual damage for crops such as coffee, corn, and wheat. By contrast, for sugarcane, the estimated relationship is weaker and, in one specification, suggests a positive nonlinear pattern. © 2026 Wiley Periodicals LLC.","agricultural yields; irrigation; México; panel data; weather","","Article","Article in press","","Scopus","2-s2.0-105045484390"
"Deshmukh P.V.; Shahade A.K.","Deshmukh, Priyanka V. (56642432000); Shahade, Aniket K. (56470735400)","56642432000; 56470735400","AI in Agriculture: Yield Prediction Using Machine Learning","2025","International Journal of Computing and Digital Systems","18","1","","","","0","10.12785/ijcds/1571110615","https://www.scopus.com/pages/publications/105007207927?origin=resultslist","Weather prediction especially in terms of rain and climate is important in the germination and growth of food crops to feed the populace as well as in the proper utilization of inputs like fertilizers and water supplies. This work falls under the broad research area of how certain environmental factors in the context of rainfall, temperature; affects the use of fertilizer and macronutrient, thereby affecting crop yield. Because agricultural systems are diverse and dynamic, there is a clear need to incorporate these strong analysis methods to aid with making better predictions concerning yields, as well as farming practices in the future. In the current study, the density estimation techniques and analysis clearly indicated bimodal distribution of the selected input variables thus revealing the presence of two different crops within the data set. One crop type is less annual water demand type that prefers 400-500 mm rainfall and 25-30oC temperature whereas the other crop type demands heavier more than 1100 mm rainfall and 35-40oC temperature. The investigation also described the means yield relation, and it depicted that there is a simple relationship between yield and nutrient concentration though it also indicated high coefficient of variation emphasized effect of other factors such as type of soil, climate, variety of crops. When it comes to quantitative prediction of crops, algorithms like Decision Tree Regressor and Random Forest Regressor are utilized as and when possible. Random Forest Regressor thus seems to be a better option than Decision Tree Regressor due to reasons of accuracy and the potential to handle non-linear data. The results reiterate that agricultural productivity is not a unidimensional one, it is a multifaceted construct and there is a clear need to identify more predictors of yield. The research is useful in extending knowledge on the factors that determine the crop yield. © 2025 University of Bahrain. All rights reserved.","Agricultural Inputs; Agriculture Environment; Bimodal Distribution; Complex Machine Learning Algorithms; Decision Tree Regression Model; EDA; Key Yield Components; Modality; Random Forest Regression Model; Yield; Yield Predictions","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105007207927"
"Larue B.; Ker A.P.","Larue, Bruno (7004622558); Ker, Alan P. (6602122031)","7004622558; 6602122031","Climate change, production and trade in apples","2024","Canadian Journal of Agricultural Economics","72","3","","325","346","9","10.1111/cjag.12367","https://www.scopus.com/pages/publications/85197421292?origin=resultslist","In this paper, we investigate the impacts of climate extremes on the production and trade of apples. Apple production being notoriously sensitive to climate shocks, we show that March and April temperatures and precipitations beyond estimated thresholds cause large yield reductions in Quebec and Ontario. In years when climate shocks are large and highly correlated across space, large variations in national production cause major variations in trade flows. Hence, we exploit the theoretical foundations of a sectoral structural gravity model to implement counterfactual trade experiments about harvest shocks in Canada and the United States. We report changes in tariffs, imports, exports, farmgate prices, and in consumer welfare. The shocks greatly impact trade between North American countries but have little impact on other countries except for Chile and New Zealand which see their exports grow. © 2024 The Author(s). Canadian Journal of Agricultural Economics/Revue canadienne d'agroeconomie published by Wiley Periodicals LLC on behalf of Canadian Agricultural Economics Society.","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85197421292"
"González Montesinos M.T.; Ortegón Gallego F.","González Montesinos, M.T. (15727999600); Ortegón Gallego, F. (7006577626)","15727999600; 7006577626","On an induction-conduction PDEs system in the harmonic regime","2014","Nonlinear Analysis: Real World Applications","15","1","","58","66","4","10.1016/j.nonrwa.2013.05.006","https://www.scopus.com/pages/publications/84885305612?origin=resultslist","We study the existence of weak solutions to a nonlinear coupled parabolic-elliptic system arising in the heating industrial process of a steel workpiece. The unknowns are the electric potential, the magnetic vector potential and the temperature. The different time scales related to the electric potential and the magnetic vector potential versus the temperature lead us to introduce the harmonic regime. This yields to a new system of nonlinear partial differential equations. © 2011 Elsevier Ltd. All rights reserved.","","Applications; Different time scale; Existence of weak solutions; Industrial processs; Magnetic vector potentials; Parabolic-elliptic system; System of nonlinear partial differential equations; Workpiece; Electric potential","Conference paper","Final","","Scopus","2-s2.0-84885305612"
"Cui X.; Gafarov B.; Ghanem D.; Kuffner T.","Cui, Xiaomeng (57193617260); Gafarov, Bulat (57200414007); Ghanem, Dalia (56667572300); Kuffner, Todd (55345872900)","57193617260; 57200414007; 56667572300; 55345872900","On model selection criteria for climate change impact studies","2024","Journal of Econometrics","239","1","105511","","","12","10.1016/j.jeconom.2023.105511","https://www.scopus.com/pages/publications/85171129449?origin=resultslist","Climate change impact studies inform policymakers on the estimated damages of future climate change on economic, health and other outcomes. In most studies, an annual outcome variable is observed, e.g. agricultural yield, along with a higher-frequency regressor, e.g. daily temperature. Applied researchers then face a problem of selecting a model to characterize the nonlinear relationship between the outcome and the high-frequency regressor to make a policy recommendation based on the model-implied damage function. We show that existing model selection criteria are only suitable for the policy objective if one of the models under consideration nests the true model. If all models are seen as imperfect approximations of the true nonlinear relationship, the model that performs well in the historical climate conditions is not guaranteed to perform well at the projected climate. We therefore propose a new criterion, the proximity-weighted mean squared error (PWMSE) that directly targets precision of the damage function at the projected future climate. To make this criterion feasible, we assign higher weights to historical years that can serve as “weather analogs” to the projected future climate when evaluating competing models using the PWMSE. We show that our approach selects the best approximate regression model that has the smallest weighted squared error of predicted impacts for a projected future climate. A simulation study and an application revisiting the impact of climate change on agricultural production illustrate the empirical relevance of our theoretical analysis. © 2023 The Author(s)","Aggregation; Information criteria; Mixed frequency data; Monte Carlo cross-validation","Agriculture; Climate models; Mean square error; Regression analysis; Climate change impact; Cross validation; Frequency data; Future climate; High frequency HF; Impact study; Information criterion; Mixed frequency data; Model selection criteria; Monte carlo cross-validation; Climate change","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85171129449"
"Tappi M.; Carucci F.; Gagliardi A.; Gatta G.; Giuliani M.M.; Santeramo F.G.","Tappi, Marco (57209234823); Carucci, Federica (57200656216); Gagliardi, Anna (55011172200); Gatta, Giuseppe (54891603200); Giuliani, Marcella Michela (7102060452); Santeramo, Fabio Gaetano (37067967300)","57209234823; 57200656216; 55011172200; 54891603200; 7102060452; 37067967300","Earliness, phenological phases and yield-temperature relationships: evidence from durum wheat in Italy","2023","Bio-based and Applied Economics","12","2","","115","125","7","10.36253/bae-13745","https://www.scopus.com/pages/publications/85167402633?origin=resultslist","The impacts of extreme weather events on crop production are largely heterogeneous along the timing dimension of the shocks, and the varieties being affected. We investigate the yield-temperature relationships for three categories of earliness of durum wheat: early-maturing, middle-maturing, and late-maturing. We disentangle the time dimension distinguishing five phenological stages, as identified by the Growing Degree Days approach. Our panel regression models show that the starting, growing, and anthesis stages are sensitive to changes in minimum temperatures, regardless of wheat earliness. Raises in maximum temperatures during the starting stage are associated with increases in yields until a certain threshold above of which decrease; the opposite is true for increases in maximum temperatures in the maturity stage for late-maturing varieties, and in the end stage for early-maturing varieties. Results imply that farmers and policymakers may adopt ex-ante and ex-post risk management strategies, i.e., choice of variety to avoid severe yield losses and incentives to crop insurance uptake, respectively. © 2023 M. Tappi, F. Carucci, A. Gagliardi, G. Gatta, M.M. Giuliani, F.G. Santeramo.","climate change; crop insurance; growing degree days; risk management; weather index","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85167402633"
"Whitnall S.C.; Beatty T.K.M.","Whitnall, Sarah C. (59956764900); Beatty, Timothy K. M. (8108341700)","59956764900; 8108341700","Climate Change and Field-Level Crop Quality, Yield, and Revenue","2026","Journal of the Association of Environmental and Resource Economists","13","1","","261","291","6","10.1086/736749","https://www.scopus.com/pages/publications/105022818199?origin=resultslist","We quantify the effect of weather and climate on the revenue of processing-tomato farmers through yield and quality—quality being an understudied channel despite its role in price determination. Screening out low-quality products introduces selection bias into estimates of the effect of weather and climate on agriculture. Our novel data allow us to estimate this bias. We find that extreme temperatures reduce both yield and quality, leading to reduced revenue. While the yield effect dominates, failing to account for quality leads to a significant underestimate of the effect of temperature exposure on revenue. We predict that climate change will significantly reduce yield and quality by century’s end absent adaptation and all else equal. Yield effects are overstated while quality effects are understated when estimation relies on data on a subset of output that exceeds a quality threshold. Empirical work that ignores selection on quality may misrepresent the climate change challenge. © 2025 The Association of Environmental and Resource Economists. All rights reserved, including rights for text and data mining and training of artificial intelligence technologies or similar technologies.","climate change; irrigated agriculture; quality; selection bias","","Article","Final","","Scopus","2-s2.0-105022818199"
"Huynh C.M.","Huynh, Cong Minh (57205266504)","57205266504","Climate change and agricultural productivity in Asian and Pacific countries: how does research and development matter?","2024","Journal of Economic Studies","51","3","","712","729","17","10.1108/JES-04-2023-0192","https://www.scopus.com/pages/publications/85167509854?origin=resultslist","Purpose: This study empirically examines the impact of climate change and agricultural research and development (R&D) as well as their interaction on agricultural productivity in 12 selected Asian and Pacific countries over the period of 1990–2018. Design/methodology/approach: Various estimation methods for panel data, including Fixed Effects (FE), the Feasible Generalized Least Squares (FGLS) and two-step System Generalized Method of Moments (SGMM) were used. Findings: Results show that both proxies of climate change – temperature and precipitation – have negative impacts on agricultural productivity. Notably, agricultural R&D investments not only increase agricultural productivity but also mitigate the detrimental impact of climate change proxied by temperature on agricultural productivity. Interestingly, climate change proxied by precipitation initially reduces agricultural productivity until a threshold of agricultural R&D beyond which precipitation increases agricultural productivity. Practical implications: The findings imply useful policies to boost agricultural productivity by using R&D in the context of rising climate change in the vulnerable continent. Originality/value: This study contributes to the literature in two ways. First, this study examines how climate change affects agricultural productivity in Asian and Pacific countries – those are most vulnerable to climate change. Second, this study assesses the role of R&D in improving agricultural productivity as well as its moderating effect in reducing the harmful impact of climate change on agricultural productivity. © 2023, Emerald Publishing Limited.","Agricultural productivity; Asia and Pacific; Climate change; R&D; SGMM","","Article","Final","","Scopus","2-s2.0-85167509854"
"Dai L.; Kang X.; Yao S.; Wang M.; Meng L.","Dai, Liqin (60744227100); Kang, Xiyan (57757752400); Yao, Shuran (55763210300); Wang, Meng (60745432600); Meng, Lihua (60745432700)","60744227100; 57757752400; 55763210300; 60745432600; 60745432700","Monitoring and evaluation indices of high temperature damage for maize in Hebei province; [河北省玉米高温热害监测与定量化评估指标研究]","2022","Journal of Arid Land Resources and Environment","36","4","","171","176","2","10.13448/j.cnki.jalre.2022.107","https://www.scopus.com/pages/publications/105044922903?origin=resultslist","High temperature damage (HTD) is an important natural disaster for maize. Based on observed data (including cultivars, growing stage, disasters, soil moisture, and yield components) and daily climatic data of 26 agro - meteorological stations from 1981 to 2020, the monitor indices of HTD from jointing to filling stages were established by using rank sum test and Bayesian discriminant analysis. Based on relationship between temperature factors and yield loss rate, intensity indices of HTD were designed through weight coefficients of factors. Loss evaluation models of HTD were established based on intensity indices. The disaster grade and thresholds of HTD were obtained by cluster analysis and yield reduction rate. Based on risk analysis principle of disaster, risks of HTD were analyzed. The results showed that time span and accumulated temperature higher than 32°C are the main factors for HTD. The accuracies of monitor indices and loss evaluation models are over 96% and 86%, respectively. The intensity indices have significant positive correlations with yield components (P < 0. 01), and can reflect the impact of HTD on yield. HTD are divided into four grades of slight, moderate, severe, and extreme severe, and the estimated result coincides with actual conditions. Risk of HTD for spring maize is less than that for summer maize. Risk of HTD for jointing - booting and tasseling - flowering stages are higher, and high risk region mainly distributed in central and eastern of Xingtai and Handan, westward and southern of Hengshui, and southeast of Shijiazhuang. © 2022 Editorial Office of Journal of Arid Land Resources and Environment. All rights reserved.","Hebei; high temperature damage; maize; monitoring and evaluation indices","","Article","Final","","Scopus","2-s2.0-105044922903"
"Lu H.R.; El Hanandeh A.","Lu, Hangyong Ray (57109559500); El Hanandeh, Ali (26423639800)","57109559500; 26423639800","Life cycle perspective of bio-oil and biochar production from hardwood biomass; what is the optimum mix and what to do with it?","2019","Journal of Cleaner Production","212","","","173","189","64","10.1016/j.jclepro.2018.12.025","https://www.scopus.com/pages/publications/85059307068?origin=resultslist","Many studies identified the optimum temperature to maximise bio-oil/biochar yield using fast pyrolysis from woody biomass. However, the optimum mix of biochar and bio-oil production and their final utilisation to achieve optimal environmental and economic benefits are yet to be investigated. Hence, the aim of this study was to identify the optimum mix and utilisation using life cycle assessment and costing approach. Two utilisation scenarios were analysed: Scenario 1 considered terrestrial carbon sequestration through spreading biochar in corn fields while Scenario 2 assumed the co-combustion of biochar to displace coal in a coal-fired power station. In both scenarios, bio-oil was assumed to substitute heavy fuel oil in an industrial boiler. The functional unit used in the study was 1 Mg of green thinned logs from hardwood plantations. Scenario 1 showed outstanding greenhouse gas emissions offset (1680 kg-CO2-eq per function unit). However, this scenario lagged behind when considering other environmental impacts. Scenario 2 delivered more modest greenhouse gas offset, but it had better overall environmental and economic performance. The results indicated that the overall environmental performance of Scenario 2 decreased with increasing pyrolysis temperature due to the decline in biochar yield as well as the increased energy consumption during the pyrolysis process. Meanwhile, lifecycle cost reduced when the pyrolysis temperature increased because of the increased bio-oil production, which has higher economic value than biochar. Assuming equal weights for the environmental and economic functions, the optimal performance of Scenario 2 is likely to be achieved when the pyrolysis process is run at 500 °C with the bio-oil and biochar yields being 64% and 22%, respectively. Monte Carlo Analysis revealed that for balanced environmental and economic weights (30%–70%) the solution is robust. The Monte Carlo Analysis results suggested that under the optimal conditions, there is 97.5% likelihood that Scenario 2 would achieve 1050 kg-CO2-eq greenhouse gas emissions offset and realise $25.8 life cycle cost savings per functional unit. This study demonstrates an easy method to incorporate life cycle assessment and costing into an optimisation decision making framework. Thus, allowing a more comprehensive assessment of policies incorporating multiple environmental impacts (criteria). It contributes to the debate about the economic and environmental validity of using forestry by-products, as well as other low cost woody biomass as a renewable energy source. © 2018 Elsevier Ltd","Biochar; Emissions reduction; Environmental and economic optimisation; Non-linear programming; Wood pyrolysis","Biofuels; Biomass; Carbon dioxide; Coal combustion; Cost benefit analysis; Costs; Decision making; Economic analysis; Emission control; Energy utilization; Environmental management; Forestry; Fossil fuel power plants; Gas emissions; Greenhouse gases; Hardwoods; Monte Carlo methods; Nonlinear programming; Pyrolysis; Bio chars; Decision-making frameworks; Economic optimisation; Emissions reduction; Environmental and economic performance; Environmental performance; Life Cycle Assessment (LCA); Wood pyrolysis; Life cycle","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85059307068"
"Zhu H.; Wu X.; Fu Z.; Zhang H.","Zhu, Haoran (60000535200); Wu, Xiaoqi (60001793400); Fu, Zetian (55538835900); Zhang, Haiyu (57226341104)","60000535200; 60001793400; 55538835900; 57226341104","Spatial and temporal heterogeneity of ENSO impacts on rice production and price dynamics in japan under climate change","2025","Agricultural and Food Economics","13","1","99","","","2","10.1186/s40100-025-00448-5","https://www.scopus.com/pages/publications/105026366745?origin=resultslist","Amid escalating global climate change, the El Niño–Southern Oscillation (ENSO) has emerged as a critical driver of variability in agri-food systems. Using high-frequency panel data from 46 prefectures in Japan spanning 2000–2025, this study establishes a multi-scale analytical framework to investigate how ENSO influences the rice supply chain. The main findings are as follows: (1) Fixed-effect models combined with climate attribution reveal that ENSO exerts phase-specific effects on rice-growing degree days and effective precipitation. El Niño episodes lengthen the growing season in Kyushu by an average of 11.3 days (p < 0.01), whereas La Niña conditions intensify precipitation variability in the Tohoku region by 22%. (2) A dynamic threshold panel model demonstrates a pronounced inverted-U relationship between rice yield and climatic factors, with an optimal mean temperature of 26.5 °C (95% CI 25.8–27.2). Beyond this threshold, yields decline by approximately 4.7% per 1 °C increase. (3) By employing a simultaneous-equation model integrating production shocks and policy adjustments, the analysis indicates that ENSO-driven supply responses account for 31% of rice price fluctuations. Furthermore, price elasticity during La Niña years (0.42) is significantly greater than during El Niño years (0.29). This research provides the first quantitative assessment of ENSO sensitivity across Japan’s agro-climatic zones, offering evidence-based guidance for region-specific climate adaptation strategies. The findings carry important implications for advancing UN SDG 2 (Zero Hunger) and SDG 13 (Climate Action). © The Author(s) 2025.","Climate resilience; ENSO; Japanese agriculture; Price transmission; Rice production; Spatial heterogeneity","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105026366745"
"Zhang J.; Tan K.S.; Weng C.","Zhang, Jinggong (57208058630); Tan, Ken Seng (35325520900); Weng, Chengguo (55670911600)","57208058630; 35325520900; 55670911600","INDEX INSURANCE DESIGN","2019","ASTIN Bulletin","49","2","","491","523","28","10.1017/asb.2019.5","https://www.scopus.com/pages/publications/85063658822?origin=resultslist","In this article, we study the problem of optimal index insurance design under an expected utility maximization framework. For general utility functions, we formally prove the existence and uniqueness of optimal contract and develop an effective numerical procedure to derive the optimal solution. For exponential utility and quadratic utility functions, we obtain analytical expression of the optimal indemnity function. Our results show that the indemnity can be a highly nonlinear and even non-monotonic function of the index variable in order to align with the actual loss variable so as to achieve the best reduction in basis risk. Due to the generality of model setup, our proposed method is readily applicable to a variety of insurance applications including index-linked mortality securities, weather index agriculture insurance, and index-based catastrophe insurance. Our method is illustrated by numerical examples where weather index insurance is designed for protection against the adverse rice yield using temperature and precipitation as the underlying indices. Numerical results show that our optimal index insurance significantly outperforms linear-type index insurance contracts in terms of basis risk reduction. Copyright © Astin Bulletin 2019.","basis risk; Index insurance; insurance subsidiary; ODE method; utility maximization","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85063658822"
"Ismail H.Y.; Fayyad S.; Ahmad M.N.; Leahy J.J.; Naushad M.; Walker G.M.; Albadarin A.B.; Kwapinski W.","Ismail, Hamza Y. (57204731352); Fayyad, Sary (57195904068); Ahmad, Mohammad N. (55320604500); Leahy, James J. (7102718595); Naushad, Mu. (13105221300); Walker, Gavin M. (35583992400); Albadarin, Ahmad B. (36679849200); Kwapinski, Witold (6506826315)","57204731352; 57195904068; 55320604500; 7102718595; 13105221300; 35583992400; 36679849200; 6506826315","Modelling of yields in torrefaction of olive stones using artificial intelligence coupled with kriging interpolation","2021","Journal of Cleaner Production","326","","129020","","","20","10.1016/j.jclepro.2021.129020","https://www.scopus.com/pages/publications/85117711164?origin=resultslist","A predictive model is developed using an artificial neural network (ANN) to calculate the solid-liquid, and gas yields (wt %) from the torrefaction of olives stones, based on the material and process parameters. These parameters are average olive stone particle size, reaction temperature and reaction time. Ordinary Kriging interpolation is coupled with ANN to improve the experimental data resolution by increasing the data points used in building the ANN models. This coupling improved the ANN prediction accuracy (R2) by 11.1%, 13.5%, and 1.0% in training and 27.3%, 8.5%, and 14.8% in validation of the solid, liquid and gas yields, respectively. Also, the mean absolute deviations of the models significantly improved after the coupling. The prediction profiles show a linear relationship between the solid and liquid yields and a nonlinear relation for the gas yields in terms of the material and process parameters. Average olive stone particle size showed the highest effect on the yields due to the improvement in heat transfer with the exposed surface area of the olive stones leading to a faster reaction rate. © 2021","Artificial neural network; Ordinary kriging interpolation; Reaction temperature and time; Renewable energy; Torrefaction","Heat transfer; Interpolation; Liquids; Particle size; Gas yields; Kriging interpolation; Liquid yield; Olive stones; Ordinary kriging; Ordinary kriging interpolation; Reaction temperature; Reaction temperature and time; Renewable energies; Torrefaction; Neural networks","Article","Final","","Scopus","2-s2.0-85117711164"
"Tanveer Z.; Kalim R.; Arshad N.","Tanveer, Zubair (57224407539); Kalim, Rukhsana (16312624400); Arshad, Noman (59923580100)","57224407539; 16312624400; 59923580100","Role of climate change in altering global agricultural trade dynamics: an empirical analysis","2026","Journal of Economic Studies","53","4","","765","788","6","10.1108/JES-12-2024-0829","https://www.scopus.com/pages/publications/105007033558?origin=resultslist","Purpose – The study investigates the impacts of climate change on global agricultural trade. It aims to analyze how temperature and precipitation, along with proposed macroeconomic factors such as agricultural productivity, tariff rate, exchange rate, price and technological innovations influence the worldwide trade balance of agricultural products. Design/methodology/approach – The research employs the Panel Quantile ARDL model using a two-step ECM with a pooled means group (PMG) specification technique. Data spanning 23 years (2000–2022) from 166 countries is analyzed, incorporating climatic variables (temperature and precipitation) and economic factors to determine their effects on agricultural trade. Findings – The study reveals that the average annual temperature significantly affects global agricultural trade, with a positive impact on exports up to a certain threshold, beyond which the relationship becomes detrimental. This indicates a nonlinear, inverted U-shaped relationship, where regions with moderate temperature increases can benefit, but excessive warming harms trade performance. Agricultural total factor productivity and technological innovations consistently enhance agricultural exports, with a stronger impact observed in countries with higher export-to-import ratios. On the other hand, factors like higher tariff rates and unfavorable relative world prices hinder trade competitiveness, especially in net-exporting regions. Precipitation levels alone were found to have an insignificant effect, suggesting that temperature is a more critical climatic variable influencing agricultural trade dynamics. Practical implications – Policymakers should promote precision agriculture, boost productivity and adjust trade policies to strengthen export performance and food security. Given that climate and economic shocks affect net-exporting and net-importing regions differently, tailored strategies are essential to ensure trade resilience and climate equity. Originality/value – This research uniquely applies a global-level quantitative analysis to agricultural trade and climate change, introducing a quadratic relationship between climatic variables and trade dynamics. It addresses gaps in existing literature by using extensive, real-world data rather than projections. © Emerald Publishing Limited","Agriculture products; Climate change; Comparative advantage; Panel quantile ARDL model; Trade patterns","","Article","Final","","Scopus","2-s2.0-105007033558"
"Chen X.; Chen S.","Chen, Xiaoguang (55100703900); Chen, Shuai (56908026900)","55100703900; 56908026900","China feels the heat: negative impacts of high temperatures on China's rice sector","2018","Australian Journal of Agricultural and Resource Economics","62","4","","576","588","27","10.1111/1467-8489.12267","https://www.scopus.com/pages/publications/85050598643?origin=resultslist","We analysed a county-level data set of single-season rice yield and daily weather outcomes in China to examine the effects of temperature on China's rice sector. We found that rice yield exhibited highly nonlinear responses to temperature changes: rice yield increased with temperature up to 28°C and decreased sharply with higher temperatures. Holding current growing seasons and regions constant, average rice yield in China is projected to decrease by 10–19 per cent by 2050 and 11–33 per cent by 2070 due to future warming under the global climate models HadGEM2-ES and NorESM1-M. These results imply that future warming poses a major challenge for Chinese rice farmers and that the effectiveness of adaptations will depend on how well they reduce the negative temperature impacts on rice yield because of very hot days. © 2018 Australasian Agricultural and Resource Economics Society Inc.","China; global warming; nonlinear temperature effects; rice yield","China; crop yield; global warming; growing season; high temperature; rice; temperature effect","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85050598643"
"Kawasaki K.; Uchida S.","Kawasaki, Kentaro (36504484600); Uchida, Shinsuke (35189540300)","36504484600; 35189540300","Quality Matters More Than Quantity: Asymmetric Temperature Effects on Crop Yield and Quality Grade","2016","American Journal of Agricultural Economics","98","4","","1195","1209","84","10.1093/ajae/aaw036","https://www.scopus.com/pages/publications/84991517690?origin=resultslist","Climate change affects agriculture by altering not only output quantity, but also crop quality. We quantify the economic impacts of climate change on agriculture through changes in both quantity and quality, where quality is measured by crop grades. Our model controls for methodological issues regarding sample selection, aggregation, phenology, and nonlinearity. The empirical application to Japanese rice production indicates that temperature effects are asymmetric: quantity is especially vulnerable to cold, whereas quality is vulnerable to extremely high temperature. Using these results, we simulate the effect of global warming, and we find that warming (a 3 °C increase) increases farm revenues by improving yield but decreases revenues as a result of deteriorating quality. The net effect is negative, suggesting that quality matters more than quantity. The negative effect, however, can be mitigated by shifting cultivation periods and/or regions. Overall, our results suggest that the estimated impacts of climate change and adaptation strategies could be severely misleading unless quality is considered. © 2016 The Authors.","Adaptation; agriculture; climate change; grading standards; quality","Japan; Oryza sativa (japonica cultivar-group); adaptive management; climate change; crop production; crop yield; economic impact; shifting cultivation; temperature effect; yield response","Article","Final","","Scopus","2-s2.0-84991517690"
"Alehile K.S.","Alehile, Kehinde Samuel (58783799300)","58783799300","Climate Change Effects on Employment in the Nigeria’s Agricultural Sector","2023","Chinese Journal of Urban and Environmental Studies","11","3","2350018","","","10","10.1142/S2345748123500185","https://www.scopus.com/pages/publications/85180765770?origin=resultslist","Climate change poses mounting risks to agricultural development and rural livelihoods in Nigeria. This study investigates the impacts of climate change on agricultural sector employment in Nigeria. Agriculture provides income and sustenance for much of Nigeria’s rural population. However, smallholder rain-fed farming predominates, with minimal resilience to climate shifts. Historical data reveal rising temperatures and declining, erratic rainfall across Nigeria’s agro-ecological zones since the 1970s. Crop modeling predicts further climate changes will reduce yields of key staple crops. This threatens the viability of smallholder agriculture and risks widespread job losses. The study adopts a nonlinear autoregressive distributed lag (NARDL) modeling approach to evaluate climate change effects on agricultural sector employment in Nigeria from 1990 to 2020. Findings reveal reduced rainfall initially raises employment, as farming requires more labor in dry conditions. However, protracted droughts significantly reduce agricultural jobs. Increased temperatures consistently lower farm employment through reduced yields and incomes. Based on these findings, the study recommends that adaptive strategies are urgently needed to build resilience, promote climate-smart agriculture, and safeguard rural livelihoods. © Social Sciences Academic Press (China)","agricultural employment; Climate change; Nigeria; rainfall; temperature","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85180765770"
